genres,release_year,count,budget,popularity,revenue,average_rating,vote_count,profit
Science Fiction,2001,1,10000000,5.699058,44460850,6.6,67,34460850
Science Fiction,2002,2,70000000,23.792044,95521001,5.95,555,25521001
Science Fiction,2004,4,24501750,50.689251,74412277.5,6.95,1905.5,49910527.5
Science Fiction,2005,2,76000000,44.748682,444434732,7.25,2690,368434732
Science Fiction,2006,1,30000000,15.89534,31070211,4.8,458,1070211
Science Fiction,2007,5,30120000,30.9298112,20947741,6.82,787,-9172259
Science Fiction,2008,1,150000000,62.898336,163712074,6.1,3021,13712074
Science Fiction,2009,5,81000000,45.6937012,309500630.8,6.78,2677.6,228500630.8
Science Fiction,2010,3,19333333.33,21.78424967,47535197.33,5.666666667,486.6666667,28201864
Science Fiction,2011,4,13300000,12.05716425,31972844.75,5.675,492.5,18672844.75
Science Fiction,2012,7,63557142.86,55.85961643,394609111.7,6.528571429,4135.428571,331051968.9
Science Fiction,2013,7,71571428.57,55.15396543,222797092.1,6.1,2684.285714,151225663.6
Science Fiction,2014,7,90142857.14,107.2331406,433312337.7,6.028571429,2400.714286,343169480.6
Science Fiction,2015,8,62428125.38,63.53333913,150834336.5,5.3625,1793,88406211.13
Science Fiction,2016,1,178000000,139.272042,543934787,6.4,4721,365934787
Thriller,1983,1,12000000,23.161754,79567667,7,504,67567667
Thriller,1991,1,15000000,10.484642,30102717,5.3,215,15102717
Thriller,1992,2,12500003.5,15.7167065,205503372.5,5.9,362,193003369
Thriller,1994,2,17500000,67.3856015,157787671.5,6.9,4355,140287671.5
Thriller,1995,1,7000000,25.511217,25405445,6.8,881,18405445
Thriller,1996,1,18000000,5.380733,0,6.1,12,-18000000
Thriller,1997,3,34750000,45.32278633,43699299.67,6.766666667,1059.666667,8949299.667
Thriller,1998,1,70000000,10.930537,19870567,5.5,179,-50129433
Thriller,1999,5,24200000,17.8294128,49626656.4,6.46,382.6,25426656.4
Thriller,2000,9,29222222.22,19.89138011,53597621.56,6.1,887,24375399.33
Thriller,2001,5,50000005.6,32.9988146,186613267,6.46,1379.2,136613261.4
Thriller,2002,8,31687500,21.09689788,75976913.75,6.225,460.875,44289413.75
Thriller,2003,7,30542857.14,15.305274,59578453.14,6.128571429,411.5714286,29035596
Thriller,2004,6,38966666.67,28.77342117,103084928.8,6.65,810.1666667,64118262.17
Thriller,2005,5,37000000,14.1225794,66372853.6,4.98,278.2,29372853.6
Thriller,2006,2,85000000,31.7496115,425310229.5,6.05,1485.5,340310229.5
Thriller,2007,12,38541666.67,20.41991808,57449567.5,5.633333333,545,18907900.83
Thriller,2008,6,20833333.33,14.81439183,44709885.17,6.25,393.6666667,23876551.83
Thriller,2009,11,29536363.64,22.31993473,53796832.82,6.190909091,531.7272727,24260469.18
Thriller,2010,3,42333333.33,41.660232,111755167,6.333333333,1371.666667,69421833.67
Thriller,2011,12,27541666.67,33.7221835,106982439.4,6.433333333,1257.416667,79440772.75
Thriller,2012,14,26504285.71,19.88551757,60628712.64,5.128571429,585.2857143,34124426.93
Thriller,2013,15,22731333.33,26.59685767,31106217.2,5.773333333,927.0666667,8374883.867
Thriller,2014,26,15511538.46,21.67291265,38089517.31,4.726923077,513.1153846,22577978.85
Thriller,2015,28,9628571.429,12.28753096,18307706.25,4.664285714,319.6785714,8679134.821
Thriller,2016,7,7750000,20.67995886,34976034.86,5.457142857,665.1428571,27226034.86
War,1989,2,13500000,10.3716385,13414182.5,7.4,227,-85817.5
War,1993,1,0,5.529035,25000000,6.6,90,25000000
War,1995,1,35000000,2.877488,15000000,6.7,25,-20000000
War,2001,1,68000000,41.273567,96976270,7.2,999,28976270
War,2002,2,17500000,5.714952,14941322.5,6.1,87.5,-2558677.5
War,2004,1,155000000,39.019229,167298192,5.6,927,12298192
War,2005,1,0,1.906807,0,6.5,28,0
War,2006,2,61000000,14.642268,35907578.5,6.3,306,-25092421.5
War,2008,1,12500000,34.821223,20416563,7.7,1451,7916563
War,2010,1,100000000,30.254021,94882889,6.4,717,-5117111
War,2011,1,20000000,5.727602,17479,5.8,62,-19982521
War,2013,1,10000000,0.072085,0,5.8,14,-10000000
War,2014,5,43860000,58.6927006,184925877.4,6.74,2074.2,141065877.4
War,2016,1,50000000,21.589393,25035950,6.6,428,-24964050
Western,1983,1,0,0.592821,0,0,0,0
Western,1992,1,14000000,37.380435,159157447,7.7,1113,145157447
Western,1999,1,0,0.910529,0,9.3,2,0
Western,2002,1,80000000,41.670544,122563539,7.4,831,42563539
Western,2003,1,22000000,19.068175,68296293,7,262,46296293
Western,2004,2,122500000,13.7098465,66961705.5,6.15,212,-55538294.5
Western,2007,1,55000000,48.801089,70016220,6.9,1188,15016220
Western,2014,2,8500000,10.52544,1721426.5,4.8,130.5,-6778573.5
Western,2015,3,48666666.67,37.43231467,177650167.7,4.366666667,2165.666667,128983501
