source,target,cluster
4464,746,70
4464,4518,70
4464,293646,70
4464,11156,70
4464,783,70
4464,76203,70
4464,2428,70
4464,280871,70
4464,17277,70
4464,321697,70
4464,127560,70
4464,45269,70
4464,9045,70
4464,30973,70
4464,42345,70
4464,3291,70
4464,28089,70
4464,13537,70
4464,58882,70
4464,9443,70
4464,1955,70
4464,152532,70
4464,46332,70
4464,874,70
4464,821,70
4464,549,70
10481,39691,40
10481,15189,40
10481,14306,40
10481,10708,40
10481,10992,40
10481,10067,40
10481,58224,40
10481,9969,40
10481,13673,40
10481,11011,40
10481,9099,40
10481,22949,40
10481,23479,40
10481,9353,40
10481,18147,40
10481,13680,40
10481,82650,40
10481,25132,40
10481,31117,40
10481,333348,40
10481,13908,40
10481,771,40
10481,33217,40
10481,11870,40
10481,38843,40
10481,13824,40
10481,10985,40
10481,15489,40
10481,19084,40
10481,10414,40
10481,9893,40
10481,14144,40
10481,850,40
10481,170480,40
10481,76706,40
1904,1439,70
1904,1722,70
1904,4517,70
1904,10533,70
1904,8095,70
1904,18320,70
1904,11400,70
1904,12783,70
1904,358451,70
1904,11620,70
1904,2211,70
1904,28005,70
1904,887,70
16858,786,70
16858,1677,70
16858,10537,70
16858,239566,70
16858,277216,70
16858,6478,70
16858,3902,70
16858,10560,70
16858,175541,70
16858,16769,70
16858,15765,70
16858,15237,70
16858,1931,70
16858,86829,70
16858,88036,70
16858,27586,70
16858,1808,70
16858,24356,70
16858,16620,70
16858,75861,70
16858,157293,70
16858,62677,70
16858,206284,70
9291,594,40
9291,20829,40
9291,44564,40
9291,41733,40
9291,9440,40
9291,37165,40
9291,10312,40
9291,10468,40
9291,10385,40
9291,11934,40
9291,4944,40
9291,11004,40
9291,12596,40
9291,120467,40
9291,9032,40
9291,9452,40
9291,16232,40
9291,46829,40
9291,315664,40
9291,318846,40
9291,9428,40
9291,10317,40
9291,13490,40
9291,31582,40
9291,8944,40
9291,175555,40
9291,152737,40
9291,9903,40
9291,72113,40
9291,48034,40
9291,177,40
9291,20761,40
9291,17795,40
9291,2196,40
9291,65057,40
9291,10115,40
9291,6963,40
9291,10773,40
9291,2639,40
9291,21301,40
9291,160588,40
9291,30890,40
9291,18475,40
9291,9689,40
9291,35696,40
9291,17202,40
9291,586,40
9291,31306,40
9291,34152,40
9291,15250,40
9291,10611,40
9291,11354,40
9291,57157,40
9291,14799,40
9291,14778,40
9291,8669,40
9291,179144,40
9291,16857,40
9291,61337,40
9291,10377,40
9291,9034,40
9291,11545,40
9291,24664,40
9291,41479,40
9291,25350,40
9291,22805,40
9291,16358,40
9291,9685,40
9291,12454,40
9291,773,40
9291,40807,40
9291,44009,40
9291,43923,40
9291,403,40
9291,29461,40
9291,9388,40
9291,11308,40
9291,12573,40
9291,39210,40
9291,30128,40
9291,9571,40
9291,13919,40
9291,36739,40
9291,8545,40
9291,1548,40
9291,193722,40
9291,25248,40
9291,211954,40
9291,147773,40
9291,59968,40
9291,13776,40
9291,13090,40
9291,13193,40
9291,14662,40
9291,13996,40
9291,41730,40
9291,113406,40
9291,12555,40
9291,8435,40
9291,39800,40
9291,9991,40
9291,39781,40
9291,1546,40
9291,60422,40
9291,8618,40
9291,14256,40
9291,13973,40
9291,11129,40
9291,30309,40
9291,40247,40
9291,121986,40
9291,10683,40
9291,342,40
9291,248,40
9291,5900,40
9291,9591,40
9291,6007,40
9291,2771,40
9291,1382,40
9291,55561,40
9291,24363,40
9291,174311,40
9291,153795,40
9291,27455,40
9291,3083,40
9291,10707,40
9291,137347,40
9291,27845,40
9291,215924,40
9291,55180,40
9291,99826,40
9291,11446,40
9291,838,40
9291,385636,40
9291,15389,40
9291,55123,40
9291,1550,40
9291,44490,40
9291,9821,40
9291,244534,40
9291,14585,40
109418,19724,40
109418,31203,40
109418,16784,40
109418,88042,40
109418,226486,40
109418,47941,40
109418,32316,40
109418,41382,40
109418,14577,40
109418,25186,40
109418,250349,40
109418,175528,40
109418,16471,40
109418,19489,40
109418,16096,40
109418,23618,40
109418,180296,40
109418,49951,40
109418,15544,40
109418,89857,40
109418,266857,40
109418,85860,40
109418,222250,40
6964,4599,70
6964,222936,70
6964,82696,70
6964,43347,70
6964,245,70
6964,21349,70
6964,22215,70
6964,82693,70
6964,19255,70
6964,44857,70
6964,22327,70
6964,26602,70
6964,74643,70
6964,17403,70
6964,12257,70
6964,16222,70
6964,121826,70
6964,80271,70
6964,24137,70
6964,16781,70
6964,11971,70
6964,9962,70
6964,1544,70
6964,38970,70
6964,1555,70
6964,50848,70
6964,5178,70
6964,49020,70
6964,7973,70
6964,26815,70
6964,15708,70
6964,19844,70
6964,32222,70
6964,24055,70
12193,4942,40
12193,508,40
12193,18240,40
12193,10184,40
12193,9870,40
12193,59861,40
12193,14846,40
12193,13092,40
12193,4964,40
12193,634,40
12193,40001,40
12193,41210,40
12193,639,40
12193,4951,40
12193,6615,40
4147,2116,160
4147,1213,160
4147,98357,160
4147,109421,160
4147,13150,160
4147,265208,160
4147,190955,160
4147,284536,160
4147,109091,160
4147,8848,160
4147,68812,160
4147,334527,160
4147,376004,160
4147,366967,160
50546,2642,140
50546,9767,140
50546,4379,140
50546,11812,140
50546,50544,140
50546,316002,140
50546,12620,140
50546,70868,140
50546,544,140
50546,81836,140
50546,13596,140
50546,25195,140
50546,12657,140
50546,114,140
50546,272693,140
50546,2293,140
50546,351819,140
50546,340816,140
50546,111794,140
161795,24803,140
161795,8842,140
161795,11036,140
161795,10207,140
161795,215211,140
161795,45881,140
161795,31005,140
161795,1440,140
161795,43949,140
161795,48217,140
161795,222935,140
161795,1587,140
161795,241771,140
161795,306745,140
161795,18923,140
161795,108346,140
161795,132344,140
161795,258755,140
161795,172533,140
161795,77332,140
11973,9008,70
11973,1717,70
11973,39437,70
11973,231,70
11973,38363,70
11973,68734,70
11973,9623,70
11973,11062,70
11973,1957,70
11973,11306,70
11973,28902,70
11973,5125,70
11973,41488,70
11973,162903,70
11973,1770,70
11973,17707,70
11973,64639,70
11973,8999,70
11973,2176,70
11973,1710,70
11973,48289,70
11973,17182,70
11973,48231,70
11973,11458,70
11973,2575,70
11973,1988,70
11973,44214,70
11973,264644,70
11973,19052,70
11973,60599,70
11973,4170,70
11973,373314,70
11973,20616,70
11973,101173,70
11973,18191,70
11973,245846,70
11973,6521,70
11973,7735,70
11973,71859,70
11973,87499,70
11973,83686,70
11973,31064,70
11973,135595,70
11973,235271,70
11973,4550,70
11973,9782,70
11973,582,70
11973,55,70
11973,356987,70
11973,50875,70
11973,1999,70
11973,50837,70
11973,52462,70
11973,2652,70
11973,9813,70
11973,36584,70
11973,75986,70
11973,83,70
11973,157909,70
11973,2786,70
11973,12247,70
10197,82695,70
10197,824,70
10197,69,70
10197,12637,70
10197,25196,70
10197,16323,70
10197,535,70
10197,29463,70
10197,43839,70
10197,301351,70
10197,23655,70
10197,65203,70
10197,5723,70
11026,11015,110
11026,768,110
11026,622,110
11026,13515,110
11026,28355,110
11026,11096,110
11026,3600,110
11026,9645,110
11026,6933,110
11026,241257,110
11026,11377,110
11026,14033,110
11026,26688,110
11026,11601,110
11026,1970,110
11026,321258,110
11026,44040,110
11026,10885,110
11026,11033,110
11026,10225,110
11026,50538,110
11026,9022,110
4551,9072,40
4551,9384,40
4551,9932,40
4551,12634,40
4551,11565,40
4551,138832,40
4551,51540,40
4551,109431,40
4551,9535,40
4551,36593,40
4551,27360,40
4551,2069,40
4551,37137,40
4551,13411,40
4551,115,40
4551,86838,40
4551,57214,40
4551,1542,40
4551,11546,40
4551,9490,40
4551,9336,40
4551,18713,40
4551,9809,40
4551,29122,40
4551,13982,40
4551,95755,40
4551,24066,40
4551,100,40
4551,16155,40
25,57212,70
25,10592,70
25,227306,70
25,12412,70
25,423,70
25,28,70
25,8988,70
25,13405,70
25,11778,70
25,53457,70
25,2604,70
25,18516,70
25,31174,70
25,283708,70
25,11600,70
6947,12117,70
6947,9566,70
6947,37233,70
6947,1124,70
6947,1985,70
6947,15992,70
6947,9729,70
6947,10740,70
6947,5279,70
6947,11644,70
6947,11468,70
6947,18681,70
6947,18041,70
6947,25208,70
6947,9613,70
6947,69640,70
6947,4174,70
6947,271185,70
6947,43743,70
6947,1424,70
200,201,150
200,199,150
200,16320,150
200,193,150
200,172,150
200,174,150
200,10724,150
200,157,150
200,106,150
11258,12103,160
11258,9754,160
11258,2155,160
11258,8978,160
11258,303858,160
11258,205588,160
11258,334074,160
11258,75638,160
11258,157849,160
11258,36047,160
11258,77495,160
11258,241251,160
11258,176077,160
11258,342502,160
11258,283384,160
11258,215881,160
11258,299553,160
11258,13538,160
201088,3580,50
201088,13536,50
201088,617,50
201088,290751,50
201088,37903,50
201088,9504,50
201088,3766,50
201088,592,50
72976,10858,100
72976,31908,100
72976,1874,100
72976,273895,100
72976,10139,100
72976,71688,100
72976,10741,100
72976,245700,100
72976,96399,100
72976,24973,100
100241,4970,110
100241,9544,110
100241,16871,110
100241,4513,110
100241,22970,110
100241,10383,110
100241,11460,110
100241,794,110
100241,11351,110
100241,65055,110
100241,77883,110
100241,3021,110
100241,9682,110
100241,579,110
100241,138843,110
100241,1975,110
100241,76617,110
100241,10069,110
100241,9378,110
100241,694,110
100241,948,110
100241,9792,110
100241,16028,110
100241,79694,110
100241,10053,110
100241,11442,110
100241,9793,110
100241,9877,110
100241,10008,110
100241,10280,110
100241,10131,110
100241,9357,110
100241,8922,110
100241,10984,110
100241,9902,110
100241,134597,110
100241,329440,110
100241,78383,110
100241,10306,110
100241,10585,110
100241,238636,110
100241,9656,110
100241,29514,110
100241,29064,110
100241,78381,110
100241,82505,110
100241,10496,110
100241,10160,110
100241,11361,110
100241,91586,110
100241,345911,110
100241,10072,110
100241,227348,110
100241,256274,110
100241,10283,110
100241,10987,110
100241,11357,110
100241,298312,110
100241,77949,110
100241,49365,110
100241,146203,110
100241,22007,110
100241,41436,110
100241,38033,110
100241,10281,110
100241,9730,110
100241,8875,110
100241,1698,110
100241,9728,110
100241,9731,110
100241,270303,110
100241,13510,110
100241,18616,110
100241,9783,110
100241,49018,110
100241,104755,110
100241,312791,110
100241,9725,110
100241,27374,110
100241,277685,110
100241,93856,110
100241,10092,110
100241,92635,110
100241,207769,110
100241,58428,110
100241,150211,110
100241,299245,110
75780,242,50
75780,388,50
75780,66,50
75780,11892,50
75780,1248,50
75780,4547,50
75780,325789,50
75780,82525,50
75780,819,50
75780,1830,50
75780,1645,50
75780,50348,50
75780,23168,50
75780,9366,50
75780,6016,50
75780,31640,50
75780,6977,50
75780,274,50
75780,27579,50
75780,241239,50
75780,13250,50
75780,26390,50
75780,185567,50
75780,77016,50
75780,11478,50
75780,37414,50
75780,327,50
75780,3472,50
75780,73567,50
75780,15394,50
75780,14181,50
75780,242582,50
75780,9282,50
75780,97614,50
75780,8744,50
75780,11826,50
75780,44945,50
75780,331190,50
75780,18079,50
75780,19997,50
75780,14823,50
75780,30246,50
274479,9713,70
274479,18947,70
274479,7350,70
274479,72358,70
274479,75531,70
274479,2755,70
274479,15198,70
274479,9779,70
274479,10187,70
274479,239678,70
274479,4953,70
274479,26367,70
274479,194662,70
274479,284296,70
274479,9466,70
274479,7510,70
274479,88641,70
274479,74534,70
274479,268238,70
274479,82532,70
274479,16162,70
274479,77930,70
274479,28053,70
274479,231576,70
274479,73532,70
274479,31175,70
274479,11404,70
274479,166624,70
274479,100975,70
274479,79587,70
274479,20862,70
274479,3082,70
274479,294600,70
274479,98369,70
274479,355629,70
274479,242083,70
274479,323967,70
274479,375950,70
274479,2056,70
274479,73511,70
274479,20520,70
274479,84355,70
274479,139998,70
274479,40769,70
274479,33693,70
11775,10833,50
11775,25719,50
9315,8271,160
9315,3594,160
9315,9963,160
9315,1018,160
9315,11190,160
9315,13079,160
261023,4133,50
261023,1646,50
261023,10673,50
261023,21612,50
261023,11109,50
261023,227,50
261023,235,50
261023,10734,50
261023,398,50
261023,650,50
261023,504,50
261023,1429,50
261023,641,50
261023,12093,50
261023,18900,50
261023,868,50
261023,9517,50
261023,595,50
261023,226,50
261023,11023,50
261023,4816,50
261023,21309,50
261023,36334,50
261023,103,50
261023,24424,50
261023,186935,50
261023,654,50
261023,263503,50
261023,12281,50
261023,119657,50
261023,14290,50
261023,34697,50
2251,296098,160
2251,80278,160
2251,254024,160
2251,31166,160
2251,134411,160
2251,1817,160
2251,4553,160
2251,297596,160
2251,64720,160
2251,309503,160
2251,50839,160
2251,433715,160
2251,360339,160
2251,109729,160
4421,10534,10
4421,8409,10
4421,307081,10
4421,59440,10
4421,385383,10
4421,43959,10
4421,182873,10
4421,48620,10
4421,323677,10
4421,308529,10
4421,346,10
4421,354624,10
4421,65448,10
588,4234,110
588,19912,110
588,41446,110
588,55779,110
588,9358,110
588,9286,110
588,4233,110
588,22804,110
588,293670,110
588,24913,110
588,8329,110
588,92182,110
588,10972,110
588,2667,110
588,23827,110
44603,8967,70
44603,44638,70
44603,15208,70
44603,1024,70
44603,103328,70
44603,84175,70
53953,259693,110
53953,1683,110
53953,377,110
53953,609,110
53953,10066,110
53953,10307,110
53953,22894,110
53953,6466,110
53953,9532,110
53953,10929,110
53953,11683,110
53953,790,110
53953,396152,110
53953,109428,110
53953,10781,110
53953,132232,110
53953,24150,110
53953,12212,110
53953,26466,110
53953,11056,110
53953,283445,110
53953,30497,110
53953,1691,110
53953,79316,110
53953,2662,110
53953,250546,110
53953,215,110
53953,72571,110
53953,242512,110
53953,82990,110
53953,157547,110
53953,1690,110
53953,16337,110
53953,10331,110
53953,287424,110
53953,257087,110
53953,46420,110
53953,114635,110
53953,16288,110
53953,10014,110
53953,332285,110
53953,17994,110
53953,115210,110
53953,298584,110
53953,157422,110
53953,310933,110
53953,55616,110
53953,9003,110
53953,34592,110
53953,287524,110
53953,323270,110
53953,22530,110
53953,19204,110
53953,764,110
53953,103620,110
53953,426067,110
53953,27420,110
53953,325123,110
53953,69270,110
53953,402515,110
53953,228550,110
53953,220490,110
53953,157185,110
5176,2055,180
5176,33,180
5176,32275,180
5176,11901,180
5176,335,180
5176,11577,180
5176,11697,180
5176,3089,180
5176,4929,180
5176,13909,180
5176,39209,180
5176,218500,180
5176,429,180
5176,272724,180
5176,288,180
5176,376010,180
5176,391,180
9899,14655,40
9899,6575,40
9899,254470,40
9899,63574,40
9899,19366,40
9899,1584,40
9899,40932,40
9899,9781,40
9899,10186,40
9899,12621,40
9899,13370,40
9899,13403,40
9899,12535,40
9899,43546,40
9899,17768,40
9899,114065,40
9899,704,40
509,76494,140
509,2621,140
509,13067,140
509,14578,140
509,183894,140
509,138697,140
509,66942,140
509,361505,140
509,324352,140
509,47607,140
62837,12920,70
62837,15487,70
62837,13579,70
62837,14635,70
62837,28178,70
62837,18276,70
62837,56601,70
62837,39055,70
62837,104896,70
62837,226354,70
62837,37206,70
62837,8981,70
62837,17663,70
62837,1088,70
62837,61038,70
62837,77934,70
62837,25786,70
62837,17345,70
11459,11888,20
11459,14405,20
11459,18357,20
11459,22102,20
11459,11176,20
10012,58151,110
10012,11932,110
10012,40264,110
10012,1547,110
10012,747,110
10012,165864,110
10012,18238,110
10012,100275,110
10012,14451,110
10012,117942,110
10012,17287,110
10012,189711,110
6488,43593,40
6488,19908,40
6488,19994,40
6488,23988,40
6488,11217,40
6488,10925,40
6488,46838,40
6488,362105,40
6488,184345,40
6488,246403,40
6488,139038,40
6488,254472,40
6488,13121,40
6488,11908,40
6488,1961,40
6488,39895,40
6488,139715,40
10577,157544,160
10577,301365,160
10577,10727,160
10577,10664,160
10577,243940,160
10577,234212,160
10577,50698,160
10577,283686,160
10577,280381,160
10577,107315,160
10577,76487,160
10577,84178,160
10577,193603,160
10577,290391,160
10577,226458,160
11516,22074,60
11516,2359,60
11516,24977,60
11516,1777,60
11516,57612,60
11516,44260,60
11516,78394,60
11516,8847,60
11516,8357,60
11516,19153,60
11516,370662,60
11516,1430,60
11516,43942,60
11516,291,60
11516,72914,60
11516,126509,60
11516,40428,60
11516,44639,60
11516,12901,60
11516,14284,60
11516,459488,60
11516,13516,60
11516,127918,60
11516,29595,60
11516,89750,60
11516,102840,60
11516,1781,60
11516,18570,60
11516,13508,60
11516,123678,60
11516,13362,60
11516,39183,60
11516,251471,60
11516,292539,60
11516,40862,60
11516,14275,60
11516,2287,60
11516,296943,60
11516,70875,60
11516,35199,60
11516,14271,60
11516,84401,60
11516,180383,60
11516,84318,60
11516,253261,60
11516,1282,60
11516,47546,60
11516,15800,60
11516,14278,60
11516,79161,60
11516,87943,60
11516,73981,60
11516,274758,60
11516,287815,60
11516,126141,60
11516,37985,60
11516,253290,60
11516,30979,60
11516,335244,60
11516,178862,60
11516,331745,60
11516,80215,60
11516,64973,60
11516,322745,60
11516,174362,60
11516,250902,60
11516,25975,60
5971,2757,40
5971,16991,40
5971,15670,40
5971,47502,40
5971,192134,40
5971,92591,40
5971,9277,40
5971,11042,40
5971,13685,40
5971,12079,40
5971,37495,40
8408,11470,110
8408,31915,110
8408,106845,110
8408,29426,110
8408,335866,110
8408,23730,110
8408,211557,110
8408,30315,110
8408,33468,110
31932,119458,160
31932,20296,160
31932,278348,160
22556,44718,70
22556,35689,70
22556,51384,70
22556,30082,70
22556,46729,70
22556,27588,70
22556,14295,70
22556,47889,70
22556,25461,70
22556,33430,70
22556,40920,70
22556,36549,70
22556,44770,70
17187,25520,70
17187,13689,70
17187,41248,70
17187,36046,70
17187,24985,70
17187,14834,70
17187,40185,70
17187,133575,70
17187,191714,70
17187,318040,70
17187,42109,70
101267,14299,60
101267,121676,60
101267,281230,60
101267,297621,60
101267,159037,60
101267,343409,60
101267,324322,60
101267,281189,60
101267,319069,60
101267,289180,60
9526,71,70
9526,12109,70
