source,target,cluster
285,121,20
285,9387,20
285,9610,20
285,9626,20
49026,9615,10
49026,136797,10
49026,13389,10
49026,8838,10
49026,2034,10
49026,6071,10
49026,9702,10
49026,127493,10
49026,22907,10
49026,111,10
49026,1266,10
49026,4597,10
49026,11835,10
49026,332411,10
49026,1620,10
49026,7304,10
49026,4911,10
49026,2088,10
49026,1619,10
49026,11022,10
49026,8982,10
49026,26039,10
49026,507,10
49026,18869,10
49529,99861,10
49529,68721,10
49529,54138,10
49529,188927,10
49529,14161,10
49529,100402,10
49529,47933,10
49529,131634,10
49529,1771,10
49529,861,10
49529,166424,10
49529,9562,10
49529,602,10
49529,11411,10
49529,25763,10
49529,9355,10
49529,21512,10
49529,146631,10
49529,24746,10
38757,62211,30
38757,10681,30
38757,49444,30
38757,80321,30
38757,77950,30
38757,10567,30
38757,13700,30
38757,12,30
38757,11544,30
38757,328111,30
38757,20352,30
38757,14836,30
38757,9444,30
38757,10895,30
38757,11802,30
38757,12429,30
38757,51162,30
38757,14444,30
38757,20694,30
38757,49953,30
38757,15655,30
38757,10800,30
767,674,20
767,673,20
767,671,20
767,672,20
767,32657,20
209112,122917,10
209112,1930,10
209112,558,10
209112,102382,10
209112,68735,10
209112,76338,10
209112,381902,10
209112,1729,10
209112,9288,10
2454,411,20
2454,10140,20
2454,266647,20
2454,267935,20
2454,8204,20
2454,76285,20
2454,2309,20
2454,11359,20
2454,13600,20
2454,13155,20
2454,294272,20
2454,630,20
24428,8373,150
24428,91314,150
24428,13475,150
24428,1724,150
24428,102899,150
24428,82700,150
24428,80274,150
24428,8854,150
20662,258489,10
20662,184315,10
20662,1408,10
20662,1656,10
20662,188207,10
20662,9342,10
20662,59917,10
271110,20526,20
271110,10138,20
271110,101299,20
271110,1894,20
271110,1893,20
271110,157350,20
271110,72545,20
271110,330,20
271110,36657,20
271110,1892,20
271110,1891,20
271110,27380,20
271110,11,20
37724,177677,10
37724,9619,10
37724,1639,10
37724,76163,10
37724,138103,10
37724,11228,10
37724,9802,10
37724,11678,10
37724,7451,10
37724,49021,10
37724,10550,10
37724,5551,10
37724,9350,10
37724,708,10
37724,11667,10
37724,37498,10
37724,1669,10
37724,10861,10
37724,10999,10
168259,10048,10
168259,10477,10
168259,294254,10
168259,16995,10
168259,27573,10
168259,10718,10
168259,13051,10
168259,302156,10
168259,1428,10
168259,13495,10
168259,10923,10
168259,335778,10
168259,244339,10
168259,97430,10
168259,24227,10
168259,250066,10
168259,326284,10
168259,15797,10
168259,540,10
168259,11690,10
64682,453,70
64682,11086,70
64682,11820,70
64682,12618,70
64682,547,70
64682,9302,70
64682,87825,70
64682,42297,70
64682,802,70
64682,1950,70
64682,9441,70
64682,10390,70
64682,96724,70
64682,4148,70
64682,6639,70
64682,10641,70
64682,10647,70
64682,1833,70
64682,1921,70
64682,15556,70
64682,55787,70
64682,10219,70
64682,2288,70
64682,6440,70
64682,10436,70
64682,228205,70
64682,8055,70
64682,72570,70
64682,10333,70
64682,22947,70
64682,9715,70
64682,6023,70
64682,4347,70
64682,41233,70
64682,53113,70
64682,11162,70
64682,4348,70
64682,1259,70
64682,239571,70
64682,77877,70
64682,859,70
64682,11632,70
64682,688,70
64682,10445,70
64682,7548,70
64682,296096,70
64682,226857,70
64682,314385,70
64682,14202,70
64682,25643,70
64682,10068,70
64682,36811,70
64682,33870,70
64682,4584,70
64682,2977,70
64682,5038,70
64682,23169,70
64682,152599,70
64682,9587,70
64682,266856,70
64682,1245,70
64682,45272,70
64682,51828,70
64682,454,70
64682,12405,70
64682,8291,70
64682,28029,70
64682,87729,70
64682,37842,70
64682,142,70
64682,10712,70
64682,10691,70
64682,2266,70
64682,84892,70
64682,13435,70
64682,39780,70
64682,1360,70
64682,3635,70
64682,10362,70
64682,38448,70
64682,89325,70
64682,357837,70
64682,10229,70
64682,167073,70
64682,14395,70
64682,41823,70
64682,41110,70
64682,1989,70
64682,9700,70
64682,86837,70
64682,132316,70
64682,14811,70
64682,25968,70
64682,10696,70
64682,29963,70
64682,26022,70
64682,8293,70
64682,26306,70
64682,7870,70
64682,24684,70
64682,713,70
64682,34653,70
64682,4251,70
64682,37080,70
64682,325373,70
64682,12163,70
64682,12509,70
64682,1443,70
64682,7547,70
64682,11889,70
64682,1391,70
64682,1365,70
64682,451,70
64682,10744,70
64682,64678,70
64682,12586,70
64682,22051,70
64682,11257,70
64682,261,70
64682,16642,70
64682,26371,70
64682,468,70
64682,76,70
64682,20,70
64682,80,70
64682,33667,70
64682,250124,70
64682,542,70
64682,25312,70
64682,15976,70
64682,14054,70
64682,86331,70
64682,289,70
64682,46705,70
64682,32456,70
64682,13132,70
64682,19344,70
64682,90369,70
64682,15624,70
64682,60420,70
64682,79120,70
64682,40652,70
64682,42497,70
217,9804,20
217,89,20
217,9826,20
217,87,20
217,85,20
217,270938,20
246655,2067,150
246655,8452,150
246655,10153,150
246655,3604,150
246655,17654,150
246655,61984,150
246655,31909,150
246655,42684,150
246655,8069,150
246655,38541,150
246655,290370,150
246655,42033,150
246655,360188,150
1735,79698,20
1735,49852,20
1735,59981,20
1735,300168,20
1735,38579,20
1735,13498,20
1735,15045,20
1735,17379,20
1735,18937,20
1735,7288,20
1735,20542,20
1735,19495,20
1735,257932,20
1735,14324,20
1735,2162,20
1735,16300,20
1735,192577,20
1735,174751,20
1735,41283,20
1735,354110,20
1735,103370,20
1735,13682,20
1735,24432,20
1735,14652,20
1735,112937,20
1735,239897,20
1735,16110,20
1735,23082,20
1735,21765,20
1735,16112,20
1735,13788,20
1735,18840,20
1735,18777,20
1735,18736,20
1735,17880,20
1735,13768,20
1735,37003,20
1735,17644,20
1735,57943,20
1735,24206,20
1735,40880,20
1735,319910,20
1735,15173,20
1735,41317,20
1735,70829,20
1735,44853,20
1735,59457,20
1735,34549,20
1735,45226,20
1735,44555,20
1735,173931,20
1735,13937,20
1735,28932,20
1735,58051,20
1735,14877,20
1735,39349,20
1735,14544,20
1735,17710,20
1735,24034,20
1735,34043,20
1735,29339,20
1735,64559,20
1735,208869,20
1735,37737,20
1735,291081,20
1735,52010,20
1735,13483,20
1735,62676,20
1735,20360,20
1735,185008,20
1735,198277,20
1735,13072,20
1735,30141,20
1735,17044,20
1735,15365,20
1735,55903,20
1735,312113,20
1735,22314,20
1735,77156,20
1735,110402,20
1735,164372,20
1735,294512,20
1735,62255,20
1735,347764,20
1735,55567,20
1735,14745,20
1735,15745,20
1735,18442,20
1735,78814,20
1735,447027,20
1735,66607,20
1735,281730,20
1735,26379,20
1735,158150,20
1735,17995,20
1735,22488,20
1735,50942,20
1735,39563,20
1735,325173,20
1735,351043,20
1735,16016,20
1735,33106,20
1735,356216,20
1735,14156,20
1735,347548,20
1735,322443,20
1735,22617,20
1735,20653,20
1735,171759,20
1735,20406,20
1735,188652,20
1735,32235,20
1735,329540,20
1735,66468,20
1735,74084,20
1735,25428,20
1735,323271,20
1735,39541,20
1735,426469,20
1735,356841,20
1735,301325,20
1735,347755,20
1735,48463,20
1735,278316,20
1735,159014,20
1735,43630,20
1735,357441,20
1735,101179,20
1735,367551,20
1735,78705,20
1735,13429,20
1735,51955,20
1735,158752,20
1735,40658,20
1735,181940,20
1735,16653,20
1735,36825,20
1735,362765,20
1735,379532,20
1735,308467,20
1735,371690,20
1735,80468,20
1735,378237,20
1735,51942,20
1735,361398,20
1735,272726,20
1735,270554,20
1735,84659,20
1735,326576,20
1735,69382,20
1735,13898,20
1735,286939,20
1735,67238,20
137113,2789,10
137113,97020,10
137113,2048,10
137113,49049,10
137113,44943,10
137113,603,10
137113,8202,10
137113,240832,10
137113,10366,10
137113,865,10
137113,10350,10
137113,32740,10
137113,1687,10
137113,1705,10
137113,205126,10
137113,1688,10
296,280,10
296,20504,10
296,10483,10
296,18501,10
296,49530,10
296,13460,10
296,59967,10
296,7191,10
296,81796,10
296,10045,10
296,12088,10
296,218,10
9799,9679,10
9799,257088,10
9799,1535,10
9799,9705,10
9799,584,10
9799,11371,10
9799,267860,10
9799,393,10
9799,70074,10
9799,26389,10
9799,22832,10
9799,82675,10
9799,13184,10
9799,2749,10
9799,10877,10
9799,72387,10
9799,76640,10
9799,2085,10
9799,2140,10
9799,21338,10
9799,4108,10
9799,1051,10
9799,106747,10
9799,13809,10
9799,389425,10
9799,21610,10
9799,13807,10
9799,43213,10
9799,9367,10
272,7220,10
272,9989,10
272,254473,10
272,10623,10
272,2142,10
57165,8619,20
57165,2119,20
57165,10586,20
57165,8367,20
57165,9096,20
57165,5494,20
57165,9266,20
57165,11780,20
57165,10448,20
57165,58048,20
57165,12837,20
57165,385736,20
7978,9009,70
7978,10320,70
7978,539,70
7978,65086,70
7978,9552,70
7978,9030,70
7978,86825,70
7978,11804,70
7978,280092,70
7978,49787,70
7978,13569,70
956,36669,20
956,36643,20
956,955,20
956,714,20
956,36557,20
956,52451,20
956,954,20
956,710,20
956,709,20
956,36670,20
956,707,20
956,9053,20
956,699,20
956,700,20
956,16353,20
956,691,20
956,660,20
956,668,20
956,681,20
956,253,20
956,682,20
956,658,20
956,646,20
117251,254128,10
117251,2502,10
117251,9798,10
117251,12113,10
117251,9331,10
117251,137094,10
117251,2100,10
117251,109424,10
117251,9770,10
117251,24575,10
117251,75174,10
117251,15644,10
117251,1123,10
117251,256687,10
117251,256740,10
117251,192210,10
117251,104,10
117251,253626,10
11619,10501,20
11619,258509,20
11619,8916,20
11619,9975,20
11619,9487,20
11619,10315,20
11619,1273,20
11619,16340,20
11619,533,20
11619,46256,20
56292,50456,10
56292,38985,10
56292,667,10
56292,657,10
7552,38745,40
7552,77953,40
7552,45243,40
7552,71880,40
7552,38365,40
7552,2539,40
7552,9718,40
7552,214756,40
7552,48988,40
7552,38778,40
7552,12133,40
7552,76493,40
7552,9641,40
7552,11374,40
7552,24438,40
7552,116741,40
7552,87428,40
7552,35056,40
7552,11353,40
7552,80035,40
7552,1792,40
7552,13260,40
7552,49520,40
7552,2123,40
7552,109443,40
7552,10201,40
7552,274167,40
7552,6877,40
7552,10393,40
7552,71552,40
7552,38319,40
7552,329833,40
7552,1624,40
7552,4256,40
7552,4248,40
7552,6282,40
7552,232672,40
7552,87826,40
7552,18480,40
7552,73937,40
7552,11007,40
7552,11287,40
7552,4257,40
7552,257091,40
7552,100042,40
7552,257211,40
7552,16538,40
7552,16996,40
7552,32823,40
7552,227159,40
7552,82687,40
7552,225886,40
7552,8457,40
7552,8970,40
7552,11025,40
7552,8849,40
7552,1257,40
7552,64807,40
7552,12312,40
7552,9776,40
7552,18785,40
7552,271718,40
7552,325133,40
7552,89492,40
7552,2959,40
7552,9957,40
7552,35169,40
7552,239573,40
7552,50647,40
7552,87567,40
7552,124459,40
7552,296099,40
7552,9472,40
7552,2925,40
7552,8780,40
7552,10521,40
7552,6439,40
7552,76489,40
7552,7278,40
7552,10152,40
7552,72207,40
7552,4967,40
7552,323676,40
7552,15373,40
7552,2018,40
7552,137093,40
7552,9398,40
7552,3638,40
7552,10330,40
7552,951,40
7552,17047,40
7552,10327,40
7552,8699,40
7552,10735,40
7552,57431,40
7552,11543,40
7552,8976,40
7552,9352,40
7552,1831,40
7552,10591,40
7552,11635,40
7552,10358,40
7552,10663,40
7552,11453,40
7552,146239,40
7552,2294,40
7552,16363,40
7552,10678,40
7552,12153,40
7552,376659,40
7552,10073,40
7552,4258,40
7552,55465,40
7552,10710,40
7552,15673,40
7552,14220,40
7552,52449,40
7552,11247,40
7552,12090,40
7552,195589,40
7552,496,40
7552,8835,40
7552,10402,40
7552,10625,40
7552,8363,40
7552,193893,40
7552,9988,40
7552,146304,40
7552,9429,40
7552,13778,40
7552,15639,40
7552,10760,40
7552,8467,40
7552,8265,40
7552,9493,40
7552,10765,40
7552,208134,40
7552,11397,40
7552,11132,40
7552,23706,40
7552,13166,40
7552,9557,40
7552,72359,40
7552,25704,40
7552,864,40
7552,34563,40
7552,14557,40
7552,82679,40
7552,243938,40
7552,8859,40
7552,239563,40
7552,9644,40
7552,16406,40
7552,107811,40
7552,8386,40
7552,26710,40
7552,6020,40
7552,61752,40
7552,9260,40
7552,12479,40
7552,291870,40
7552,9942,40
7552,10156,40
7552,14369,40
7552,16888,40
7552,1588,40
7552,9614,40
7552,10426,40
7552,19905,40
7552,10490,40
7552,87818,40
7552,13160,40
7552,52067,40
7552,209403,40
7552,67911,40
7552,10071,40
7552,78149,40
7552,34417,40
7552,16614,40
7552,10471,40
7552,1621,40
7552,14425,40
7552,9451,40
7552,14536,40
7552,37735,40
7552,51588,40
7552,34341,40
7552,12569,40
7552,103903,40
7552,57119,40
7552,15581,40
7552,33676,40
7552,31535,40
7552,47088,40
7552,11977,40
7552,13785,40
7552,13991,40
7552,16172,40
7552,13827,40
7552,168027,40
7552,89861,40
7552,13173,40
7552,11843,40
7552,2295,40
7552,11959,40
7552,9900,40
7552,21014,40
7552,300706,40
7552,13342,40
7552,252680,40
7552,10970,40
7552,10246,40
7552,27723,40
7552,9427,40
7552,813,40
7552,10634,40
7552,301748,40
7552,8469,40
7552,20337,40
7552,10557,40
7552,18892,40
7552,79940,40
7552,27404,40
7552,157058,40
7552,14137,40
7552,11624,40
7552,42889,40
7552,27023,40
7552,11302,40
7552,198062,40
7552,44562,40
7552,10758,40
7552,15647,40
7552,51820,40
7552,291362,40
7552,38570,40
7552,20770,40
7552,7553,40
7552,8675,40
7552,47686,40
7552,91070,40
7552,14014,40
7552,84200,40
7552,292483,40
7552,11598,40
7552,13983,40
7552,43653,40
7552,8193,40
7552,11956,40
7552,142132,40
7552,40963,40
7552,70478,40
7552,43595,40
7552,18632,40
7552,34101,40
7552,2292,40
7552,14022,40
65759,585,30
65759,9408,30
65759,863,30
65759,22794,30
65759,159824,30
65759,10715,30
65759,93456,30
65759,35,30
65759,50359,30
65759,9513,30
65759,175574,30
65759,9907,30
65759,8920,30
65759,7443,30
65759,62214,30
65759,862,30
65759,11836,30
65759,40688,30
65759,10982,30
2503,9268,10
2503,8834,10
2503,2501,10
2503,2370,10
2503,25212,10
86834,9922,70
86834,129670,70
86834,110683,70
6972,2133,70
6972,2567,70
6972,8489,70
6972,271969,70
6972,2289,70
6972,1125,70
6972,568,70
6972,550,70
6972,11170,70
6972,38167,70
6972,9563,70
6972,9422,70
6972,17332,70
6972,10052,70
6972,9676,70
6972,1402,70
6972,2841,70
6972,11321,70
6972,8046,70
6972,462,70
6972,60308,70
6972,205587,70
6972,7504,70
6972,7214,70
6972,711,70
6972,37950,70
6972,65,70
6972,1885,70
6972,37799,70
6972,109410,70
6972,64685,70
6972,10060,70
6972,12184,70
6972,10802,70
6972,10400,70
6972,25793,70
6972,68722,70
6972,14325,70
6972,312221,70
6972,334,70
6972,45054,70
6972,22881,70
6972,39486,70
6972,13920,70
6972,8090,70
6972,321741,70
6972,20763,70
6972,45958,70
6972,881,70
6972,9763,70
6972,11978,70
6972,8649,70
6972,32274,70
6972,606,70
6972,87502,70
6972,27569,70
6972,10637,70
6972,132363,70
6972,70,70
6972,9918,70
6972,9701,70
6972,1947,70
6972,271331,70
6972,12506,70
6972,9746,70
6972,10024,70
6972,5126,70
6972,615,70
6972,380,70
6972,13223,70
6972,50014,70
6972,866,70
6972,7345,70
6972,198185,70
6972,590,70
6972,5123,70
6972,9469,70
6972,17170,70
6972,10397,70
6972,200505,70
6972,9787,70
6972,9912,70
6972,22256,70
6972,39845,70
6972,1246,70
6972,3558,70
6972,10316,70
6972,9819,70
6972,20024,70
6972,228194,70
6972,10950,70
6972,235260,70
6972,44113,70
6972,44944,70
6972,50780,70
6972,16052,70
6972,1164,70
6972,2355,70
6972,7979,70
6972,15005,70
6972,295964,70
6972,26171,70
6972,82684,70
6972,14914,70
6972,4960,70
6972,334531,70
6972,29078,70
6972,184341,70
6972,203833,70
6972,82631,70
6972,340611,70
6972,1578,70
6972,11457,70
6972,68924,70
6972,130150,70
6972,10549,70
6972,17436,70
6972,228203,70
6972,13960,70
6972,16988,70
6972,24747,70
6972,11093,70
6972,207,70
6972,24226,70
6972,318850,70
6972,10994,70
6972,9800,70
6972,3877,70
6972,12410,70
6972,14,70
6972,873,70
6972,1165,70
6972,228970,70
6972,14047,70
6972,232679,70
6972,4995,70
6972,14012,70
6972,22798,70
6972,7874,70
6972,133694,70
6972,112430,70
6972,47692,70
6972,75033,70
6972,370980,70
6972,288980,70
6972,1951,70
6972,2013,70
6972,44754,70
6972,10876,70
6972,1913,70
6972,339984,70
6972,13074,70
6972,9672,70
6972,205220,70
6972,14976,70
6972,345003,70
6972,236751,70
6972,13889,70
6972,18530,70
6972,45317,70
6972,249164,70
6972,687,70
6972,304357,70
6972,11184,70
6972,1590,70
6972,489,70
6972,11873,70
6972,103731,70
6972,75900,70
6972,87093,70
6972,73,70
6972,404,70
6972,253331,70
6972,1640,70
6972,55720,70
6972,91076,70
6972,12703,70
6972,222649,70
6972,115872,70
6972,31007,70
6972,8272,70
6972,15568,70
6972,39806,70
6972,71157,70
6972,16727,70
6972,14114,70
6972,13751,70
6972,42819,70
6972,45791,70
6972,36597,70
6972,251321,70
6972,49081,70
6972,374461,70
6972,73873,70
6972,11051,70
6972,12400,70
6972,12271,70
6972,44835,70
6972,15013,70
6972,1591,70
6972,76025,70
6972,14631,70
6972,5708,70
6972,21641,70
6972,16619,70
6972,1523,70
6972,13990,70
6972,18602,70
6972,59728,70
6972,10930,70
6972,32395,70
6972,42222,70
6972,244783,70
6972,57022,70
6972,7863,70
6972,5528,70
6972,925,70
6972,27451,70
6972,7913,70
6972,253253,70
6972,230266,70
6972,29912,70
6972,2895,70
6972,15660,70
6972,19848,70
6972,45153,70
6972,284293,70
6972,10217,70
6972,343795,70
6972,27585,70
6972,39269,70
6972,19615,70
6972,12498,70
6972,10822,70
6972,10844,70
6972,6106,70
6972,62116,70
6972,510,70
6972,153,70
6972,40494,70
6972,85350,70
6972,10132,70
6972,15059,70
6972,157847,70
6972,242575,70
6972,111190,70
6972,54580,70
6972,34941,70
6972,227975,70
6972,225235,70
6972,10774,70
6972,266102,70
6972,29262,70
6972,3116,70
6972,27029,70
6972,3033,70
6972,395766,70
6972,299145,70
6972,86549,70
6972,244786,70
6972,103663,70
6972,8841,70
6972,259943,70
6972,22013,70
6972,44634,70
6972,17734,70
6972,24469,70
6972,71866,70
6972,666,70
6972,10476,70
6972,55306,70
6972,209274,70
6972,21074,70
6972,116584,70
6972,46849,70
6972,49471,70
6972,74457,70
6972,9916,70
6972,43610,70
6972,72213,70
6972,990,70
6972,39013,70
6972,273899,70
6972,13075,70
6972,12838,70
6972,295886,70
6972,33511,70
6972,702,70
6972,32579,70
6972,17113,70
6972,4012,70
6972,66025,70
6972,29406,70
6972,394047,70
6972,309,70
6972,25784,70
6972,52790,70
6972,28580,70
6972,84197,70
6972,43266,70
6972,1412,70
6972,176124,70
6972,310569,70
6972,29697,70
6972,1366,70
6972,244776,70
6972,347126,70
6972,546,70
6972,83860,70
6972,244772,70
6972,10183,70
6972,37532,70
6972,46989,70
6972,192132,70
6972,62402,70
6972,41830,70
6972,37694,70
6972,63287,70
6972,248402,70
6972,2009,70
6972,60421,70
6972,157354,70
6972,146882,70
6972,215918,70
6972,60243,70
6972,26899,70
6972,146269,70
6972,8416,70
6972,18734,70
6972,7859,70
6972,302579,70
6972,138976,70
6972,125263,70
6972,14438,70
6972,41144,70
6972,14757,70
6972,21801,70
6972,81220,70
6972,94072,70
6972,64499,70
6972,10238,70
6972,3059,70
6972,389,70
6972,38810,70
6972,26518,70
6972,8942,70
6972,68412,70
6972,91721,70
6972,118452,70
6972,78307,70
6972,46252,70
6972,54897,70
6972,83588,70
6972,48035,70
6972,288927,70
6972,344466,70
6972,408429,70
6972,28666,70
6972,339408,70
6972,18925,70
6972,294086,70
6972,159770,70
6972,158895,70
6972,18292,70
6972,185465,70
6972,287625,70
6972,39851,70
6972,182291,70
6972,124606,70
172385,46195,30
172385,920,30
172385,228165,30
51497,1701,10
51497,8909,10
51497,9257,10
51497,5820,10
51497,34314,10
51497,27582,10
51497,49527,10
51497,187,10
51497,9335,10
51497,4105,10
51497,45610,10
51497,10431,10
51497,15092,10
51497,1948,10
51497,22821,10
51497,8374,10
51497,14576,10
51497,94329,10
49040,324668,10
49040,1571,10
49040,36955,10
49040,47964,10
49040,44048,10
49040,1572,10
49040,9772,10
49040,59961,10
49040,3595,10
49040,1573,10
49040,117263,10
49040,107846,10
49040,1880,10
49040,3512,10
49040,10375,10
49040,216282,10
49040,6623,10
49040,9624,10
49040,2636,10
49040,38153,10
49040,48340,10
49040,562,10
49040,8681,10
49040,242166,10
49040,70435,10
49040,2453,10
49040,204082,10
49040,146198,10
49040,77948,10
49040,10135,10
49040,15983,10
49040,27342,10
49040,17622,10
49040,13154,10
49040,38940,10
49040,58626,10
49040,192141,10
49040,10656,10
49040,40914,10
9471,10204,10
9471,22538,10
9471,9292,10
9471,11199,10
9471,293660,10
9471,9618,10
9471,6519,10
9471,6415,10
9471,12704,10
9471,62206,10
9471,134,10
9471,11676,10
9471,9416,10
9471,9760,10
9471,13950,10
9471,10136,10
9471,13938,10
9471,37931,10
9471,13064,10
42888,37786,40
42888,9087,40
42888,13,40
42888,8488,40
42888,7303,40
42888,9621,40
42888,1850,40
42888,9390,40
42888,50646,40
42888,12220,40
42888,11091,40
42888,10478,40
42888,25189,40
42888,11431,40
42888,38357,40
42888,16643,40
42888,350,40
42888,49022,40
42888,9726,40
42888,38073,40
42888,37056,40
42888,24071,40
42888,9583,40
42888,1901,40
42888,392,40
42888,10030,40
42888,8051,40
42888,12404,40
42888,33644,40
42888,13159,40
42888,9842,40
42888,9089,40
42888,50725,40
42888,9043,40
42888,10934,40
42888,253235,40
42888,18701,40
42888,9675,40
42888,14709,40
42888,83666,40
42888,13972,40
42888,10571,40
42888,10564,40
42888,17127,40
42888,9686,40
42888,38031,40
42888,62008,40
42888,9603,40
42888,144340,40
42888,8952,40
42888,36691,40
42888,46889,40
42888,38093,40
42888,63020,40
42888,15037,40
42888,27322,40
42888,24663,40
42888,219,40
42888,40794,40
42888,14057,40
42888,209263,40
42888,59930,40
42888,14629,40
42888,12183,40
42888,2610,40
42888,7326,40
42888,19913,40
42888,39053,40
42888,25113,40
42888,8998,40
42888,338,40
42888,20322,40
42888,16158,40
42888,11191,40
42888,15256,40
42888,455,40
42888,16186,40
42888,8346,40
42888,45658,40
42888,14474,40
42888,712,40
42888,703,40
42888,1809,40
42888,11013,40
42888,20065,40
42888,284,40
42888,44594,40
42888,55831,40
42888,21461,40
42888,401,40
42888,25636,40
42888,157386,40
42888,15186,40
42888,22913,40
42888,480,40
42888,41469,40
42888,49963,40
42888,22597,40
42888,21413,40
42888,96534,40
42888,84184,40
42888,7301,40
42888,2255,40
42888,50035,40
42888,29371,40
42888,14758,40
42888,39141,40
42888,16388,40
37834,7446,10
37834,59108,10
37834,10040,10
37834,302699,10
37834,228967,10
37834,323675,10
37834,26486,10
37834,109414,10
37834,11519,10
37834,14034,10
37834,10189,10
37834,168530,10
37834,12277,10
37834,10074,10
37834,19803,10
37834,19150,10
37834,11090,10
37834,13805,10
37834,10535,10
37834,342521,10
37834,19419,10
37834,10890,10
37834,11891,10
37834,11770,10
37834,44147,10
37834,35944,10
37834,147767,10
37834,13408,10
37834,40505,10
37834,10615,10
37834,317930,10
37834,12207,10
37834,19187,10
37834,29015,10
37834,45380,10
49519,11688,20
49519,809,20
49519,137106,20
49519,808,20
49519,77459,20
163,161,160
163,75656,160
163,199373,160
163,107,160
163,680,160
163,302,160
163,70670,160
24113,39451,40
24113,1581,40
24113,22897,40
24113,1824,40
24113,4806,40
24113,3981,40
24113,9489,40
24113,12177,40
24113,693,40
24113,19899,40
24113,1597,40
24113,8273,40
24113,1819,40
24113,11631,40
24113,32856,40
24113,2898,40
24113,2022,40
24113,9919,40
24113,9801,40
24113,8874,40
24113,11467,40
24113,5966,40
24113,11066,40
24113,9889,40
24113,193610,40
24113,10761,40
24113,194,40
24113,11529,40
24113,20943,40
24113,259694,40
24113,11638,40
24113,10806,40
24113,11648,40
24113,34806,40
24113,11622,40
24113,9541,40
24113,11823,40
24113,77875,40
24113,55721,40
24113,2770,40
24113,6557,40
24113,11137,40
24113,17813,40
24113,14844,40
24113,12771,40
24113,9778,40
24113,6957,40
24113,62838,40
24113,41630,40
24113,14177,40
24113,133698,40
24113,20309,40
24113,184098,40
24113,13476,40
24113,12658,40
24113,1599,40
24113,20857,40
24113,35688,40
24113,38303,40
24113,34016,40
24113,9582,40
24113,63492,40
24113,10563,40
24113,19840,40
24113,10739,40
24113,2752,40
24113,23049,40
24113,9576,40
24113,6961,40
24113,19265,40
24113,2830,40
24113,14434,40
24113,24940,40
24113,16899,40
24113,222899,40
24113,25462,40
24113,58680,40
24113,2105,40
24113,67660,40
24113,28353,40
24113,31246,40
24113,10646,40
24113,20009,40
24113,9027,40
24113,10314,40
24113,9794,40
24113,10050,40
24113,7942,40
24113,12779,40
24113,20178,40
24113,39037,40
24113,15017,40
24113,42057,40
24113,16428,40
24113,24621,40
24113,17926,40
24113,37964,40
24113,225565,40
24113,23570,40
24113,220488,40
24113,8390,40
24113,2074,40
24113,11452,40
24113,19556,40
24113,321,40
24113,378200,40
24113,68202,40
24113,15122,40
24113,125123,40
24113,11363,40
24113,38007,40
24113,10162,40
24113,53862,40
24113,30139,40
24113,23531,40
24113,82533,40
24113,84174,40
24113,239,40
24113,19316,40
24113,17334,40
24113,260778,40
24113,98557,40
24113,34106,40
24113,129139,40
24113,13066,40
24113,46415,40
24113,248774,40
24113,91122,40
24113,26673,40
24113,21283,40
24113,29731,40
24113,96238,40
24113,45145,40
24113,9029,40
24113,3078,40
24113,76996,40
24113,10218,40
24113,27995,40
24113,90414,40
24113,125537,40
24113,255266,40
24113,44990,40
24113,72766,40
4982,33909,70
4982,640,70
4982,524,70
4982,168672,70
4982,203,70
4982,8065,70
4982,310706,70
4982,311,70
4982,769,70
4982,278,70
4982,11699,70
4982,97367,70
4982,400,70
4982,240,70
4982,10220,70
4982,41894,70
4982,238,70
4982,14112,70
4982,122081,70
4982,36351,70
4982,598,70
4982,627,70
4982,11798,70
4982,364083,70
4982,9344,70
27581,11517,10
27581,136400,10
27581,306,10
27581,64688,10
27581,136795,10
27581,54054,10
27581,27936,10
27581,23742,10
27581,11001,10
27581,268920,10
27581,12085,10
27581,96,10
27581,9074,10
27581,14396,10
27581,10569,10
27581,90,10
27581,256092,10
27581,17708,10
27581,26352,10
27581,15049,10
27581,18065,10
314,9654,10
314,24,10
314,9923,10
314,10027,10
314,119283,10
314,13056,10
314,8292,10
314,23483,10
314,244114,10
29193,1949,50
29193,2275,50
29193,12201,50
29193,9573,50
29193,5955,50
29193,10398,50
29193,2118,50
29193,8197,50
29193,169917,50
29193,4657,50
29193,4997,50
29193,573,50
29193,20055,50
29193,26791,50
76758,857,70
76758,16072,70
76758,8741,70
76758,113464,70
76758,5902,70
76758,424,70
76758,205,70
76758,613,70
76758,11202,70
76758,21345,70
76758,43418,70
76758,1116,70
76758,16564,70
76758,826,70
76758,72913,70
7980,4958,90
7980,34647,90
7980,309425,90
1422,9879,70
1422,4959,70
1422,11615,70
1422,146233,70
1422,8470,70
1422,59,70
1422,74536,70
1422,12149,70
1422,62728,70
1422,4836,70
1422,77987,70
1422,29920,70
1422,436,70
1422,12877,70
1422,84188,70
179,298,50
179,189,50
179,181283,50
179,1598,50
179,10955,50
179,8080,50
179,276907,50
179,64689,50
179,7501,50
179,136835,50
179,158011,50
179,277519,50
179,500,50
179,188166,50
2277,957,40
2277,12120,40
2277,68,40
2277,33155,40
2277,3034,40
4464,22954,70
4464,1887,70
4464,1883,70
4464,2447,70
4464,192136,70
4464,18254,70
4464,11499,70
4464,14292,70
4464,9549,70
4464,10523,70
