,budget,genres,id,popularity,release_date,revenue,title,vote_average,vote_count,profit,release_year,cluster
651,65000000,Comedy,196867,33.439187,19-12-2014,133821816,Annie,6,466,68821816,2014,2
652,50100000,Romance,256591,59.634029,25-02-2015,153962963,Focus,6.7,2542,103862963,2015,10
653,65000000,Action,59962,38.994297,14-02-2012,156974557,This Means War,5.9,1389,91974557,2012,3
654,65000000,Science Fiction,36648,49.660055,08-12-2004,128905366,Blade: Trinity,5.7,1252,63905366,2004,11
655,4200000,Action,1880,11.743085,10-08-1984,38376497,Red Dawn,6.4,215,34176497,1984,3
656,65000000,Comedy,9440,9.110247,20-03-1998,0,Primary Colors,6.1,94,-65000000,1998,2
657,65000000,Action,71679,6.227675,12-09-2012,240159255,Resident Evil: Retribution,5.6,1600,175159255,2012,3
658,45000000,Action,10483,42.57877,22-08-2008,73762516,Death Race,6,1175,28762516,2008,3
659,65000000,Crime,11412,15.858629,11-10-1996,89456761,The Long Kiss Goodnight,6.5,314,24456761,1996,6
660,65000000,Action,11983,14.866901,08-12-2000,0,Proof of Life,6,208,-65000000,2000,3
661,65000000,Family,6795,15.194239,06-11-2005,64321501,Zathura: A Space Adventure,6.1,779,-678499,2005,13
662,63000000,Drama,550,146.757391,15-10-1999,100853753,Fight Club,8.3,9413,37853753,1999,1
663,65000000,Drama,11170,8.629665,12-12-2006,43545364,We Are Marshall,6.7,186,-21454636,2006,1
664,65000000,Action,9292,16.803457,23-05-1991,17218080,Hudson Hawk,5.4,269,-47781920,1991,3
665,65000000,Action,10783,2.952595,27-10-2000,0,Lucky Numbers,4.9,52,-65000000,2000,3
666,65000000,Horror,100241,31.324734,22-01-2014,71154592,"I, Frankenstein",5,687,6154592,2014,5
667,50000000,Crime,257,20.415572,23-09-2005,42093706,Oliver Twist,6.7,274,-7906294,2005,6
668,43000000,Action,9947,28.613892,13-01-2005,56681566,Elektra,4.8,575,13681566,2005,3
669,65000000,Crime,189,85.428395,20-08-2014,39407616,Sin City: A Dame to Kill For,6.3,1286,-25592384,2014,6
670,64000000,Drama,12618,4.137237,08-10-1999,74608570,Random Hearts,5.3,63,10608570,1999,1
671,55000000,Adventure,253412,60.246978,10-09-2015,203427584,Everest,6.7,1772,148427584,2015,4
672,50000000,Crime,1427,42.551902,13-09-2006,132180323,Perfume: The Story of a Murderer,7.1,1165,82180323,2006,6
673,63000000,Comedy,818,40.137264,26-07-2002,296655431,Austin Powers in Goldmember,5.9,979,233655431,2002,2
674,65000000,Animation,16577,24.857079,15-10-2009,44091067,Astro Boy,6.1,409,-20908933,2009,8
675,63000000,Adventure,329,40.413191,11-06-1993,920100000,Jurassic Park,7.6,4856,857100000,1993,4
676,63000000,Drama,12160,13.859307,24-06-1994,25052000,Wyatt Earp,6.5,202,-37948000,1994,1
677,62000000,Action,9331,18.832471,03-08-1994,215887717,Clear and Present Danger,6.4,386,153887717,1994,3
678,65000000,Action,300168,9.568884,19-02-2015,121545703,Dragon Blade,5.9,145,56545703,2015,3
679,64000000,Comedy,9072,12.421504,31-08-2006,101595121,Little Man,5.3,261,37595121,2006,2
680,62000000,Action,3536,18.096884,20-04-2000,127666415,U-571,6.1,340,65666415,2000,3
681,62000000,Comedy,9087,11.056763,17-11-1995,107879496,The American President,6.5,195,45879496,1995,2
682,62000000,Comedy,12177,13.218008,20-06-2008,41819064,The Love Guru,4.3,242,-20180936,2008,2
683,62000000,Action,12138,11.262655,23-02-2001,18720175,3000 Miles to Graceland,5.8,178,-43279825,2001,3
684,44000000,Crime,273248,68.717016,25-12-2015,155760117,The Hateful Eight,7.6,4274,111760117,2015,6
685,53000000,Action,9955,19.412028,30-03-2007,0,Blades of Glory,5.9,569,-53000000,2007,3
686,63000000,Animation,50359,16.791058,30-03-2011,183953723,Hop,5.5,331,120953723,2011,8
687,65000000,Action,1271,65.197968,09-12-2006,422610419,300,7,4997,357610419,2006,3
688,80000000,Comedy,693,32.829538,22-12-2004,516642939,Meet the Fockers,6.1,1373,436642939,2004,2
689,60000000,Comedy,14306,30.951203,25-12-2008,244082376,Marley & Me,6.9,1343,184082376,2008,2
690,60000000,Fantasy,497,103.698022,10-12-1999,284600000,The Green Mile,8.2,4048,224600000,1999,9
691,0,Action,11199,31.719463,02-03-2007,253625427,Wild Hogs,5.6,648,253625427,2007,3
692,150000000,Animation,9982,47.973995,04-11-2005,314432665,Chicken Little,5.6,944,164432665,2005,8
693,61000000,Mystery,210577,143.041543,01-10-2014,369330363,Gone Girl,7.9,5862,308330363,2014,15
694,60000000,Action,2501,86.476817,14-06-2002,214034224,The Bourne Identity,7.3,3583,154034224,2002,3
695,58000000,Adventure,710,59.824565,16-11-1995,352194034,GoldenEye,6.6,1174,294194034,1995,4
696,60000000,Crime,2275,18.345613,18-06-1999,149705852,The General's Daughter,6.1,205,89705852,1999,6
697,60000000,Comedy,37165,56.488027,04-06-1998,264118201,The Truman Show,7.8,4537,204118201,1998,2
698,70000000,Adventure,9837,29.464852,15-12-1998,218613188,The Prince of Egypt,6.8,817,148613188,1998,4
699,60000000,Comedy,10708,18.106021,03-05-2003,164433867,Daddy Day Care,5.6,506,104433867,2003,2
700,61000000,Action,136400,42.881415,02-08-2013,131940411,2 Guns,6.6,1589,70940411,2013,3
701,60000000,Comedy,10992,18.735024,04-07-2001,93375151,Cats & Dogs,5,352,33375151,2001,2
702,60000000,Action,9654,62.766854,30-05-2003,176070171,The Italian Job,6.6,1919,116070171,2003,3
703,60000000,Romance,2642,24.153567,19-12-2002,93354918,Two Weeks Notice,5.9,487,33354918,2002,10
704,60000000,Adventure,8916,41.515702,02-10-1998,171757863,Antz,6,1272,111757863,1998,4
705,70000000,Comedy,19899,26.676487,19-09-2009,171844840,Couples Retreat,5.3,588,101844840,2009,2
706,60000000,Adventure,2119,16.278022,27-06-1990,157920733,Days of Thunder,5.9,353,97920733,1990,4
707,60000000,Comedy,9641,18.831023,21-12-2005,129181830,Cheaper by the Dozen 2,5.7,526,69181830,2005,2
708,61000000,Action,294254,113.161483,09-09-2015,311256926,Maze Runner: The Scorch Trials,6.4,3040,250256926,2015,3
709,60000000,Drama,38167,28.800112,12-08-2010,204594016,Eat Pray Love,5.8,636,144594016,2010,1
710,60000000,Comedy,5994,19.705489,12-12-2000,0,The Family Man,6.5,521,-60000000,2000,2
711,58000000,Action,39514,41.430245,13-10-2010,71664962,RED,6.6,2808,13664962,2010,3
712,55000000,Drama,9563,23.127561,16-12-1999,100230832,Any Given Sunday,6.8,422,45230832,1999,1
713,60000000,Drama,547,12.867352,14-05-1998,186883563,The Horse Whisperer,6.7,292,126883563,1998,1
714,65000000,Drama,1538,44.815022,04-08-2004,217764291,Collateral,7,1451,152764291,2004,1
715,60000000,Action,9334,37.537093,16-04-2002,165333180,The Scorpion King,5.3,779,105333180,2002,3
716,60000000,Drama,11128,10.99991,01-10-2004,74541707,Ladder 49,6.2,207,14541707,2004,1
717,60000000,Crime,75780,56.868399,20-12-2012,218340595,Jack Reacher,6.3,2998,158340595,2012,6
718,60000000,Action,8914,22.991269,28-07-1999,73648228,Deep Blue Sea,5.6,604,13648228,1999,3
719,60000000,Music,13576,15.798622,28-10-2009,0,This Is It,6.7,247,-60000000,2009,16
720,60000000,Drama,39538,38.820858,08-09-2011,137551594,Contagion,6.2,1325,77551594,2011,1
721,0,Comedy,10628,10.292864,17-01-2003,0,Kangaroo Jack,4.3,203,0,2003,2
722,60000000,Animation,14836,51.146047,05-02-2009,124596398,Coraline,7.3,1386,64596398,2009,8
723,60000000,Thriller,8645,20.501582,11-06-2008,163403799,The Happening,4.9,950,103403799,2008,7
724,70000000,Action,9509,45.299089,23-04-2004,130293714,Man on Fire,7.3,1553,60293714,2004,3
725,50000000,Comedy,10067,4.280619,09-03-2006,61112916,The Shaggy Dog,4.5,137,11112916,2006,2
726,60000000,Comedy,9384,28.848842,05-03-2004,170268750,Starsky & Hutch,5.6,644,110268750,2004,2
727,60000000,Family,9279,22.501041,15-11-1996,129832389,Jingle All the Way,5.5,575,69832389,1996,13
728,66000000,Fantasy,1487,47.479755,02-04-2004,99318987,Hellboy,6.5,2225,33318987,2004,9
729,70000000,Drama,9422,10.147321,05-03-1998,56702901,A Civil Action,6.1,109,-13297099,1998,1
730,60000000,Family,77174,39.539045,03-08-2012,107139399,ParaNorman,6.7,789,47139399,2012,13
731,60000000,Action,4824,19.747459,14-11-1997,159330280,The Jackal,6.1,527,99330280,1997,3
732,60000000,Action,9620,29.018826,25-12-2003,96269812,Paycheck,5.9,581,36269812,2003,3
733,60000000,Drama,9302,4.801849,01-03-1996,0,Up Close & Personal,5.9,50,-60000000,1996,1
734,60000000,Adventure,10199,16.493576,19-12-2008,50877145,The Tale of Despereaux,5.8,258,-9122855,2008,4
735,0,Thriller,10771,21.549232,27-09-2002,0,The Tuxedo,5.3,483,0,2002,7
736,60000000,Action,3512,13.080725,13-07-1995,104324083,Under Siege 2: Dark Territory,5.6,210,44324083,1995,3
737,60000000,Action,137094,42.538258,15-01-2014,50549107,Jack Ryan: Shadow Recruit,5.9,1173,-9450893,2014,3
738,60000000,Drama,274479,29.876507,24-12-2015,101134059,Joy,6.4,1581,41134059,2015,1
739,60000000,Action,267860,61.849521,02-03-2016,205754447,London Has Fallen,5.8,1621,145754447,2016,3
740,70000000,Science Fiction,8078,37.44963,12-11-1997,162000000,Alien: Resurrection,5.9,1365,92000000,1997,11
741,61000000,Action,7485,37.378081,22-03-2007,95696996,Shooter,6.9,1462,34696996,2007,3
742,60000000,Animation,170687,30.656345,10-09-2014,108255770,The Boxtrolls,6.6,668,48255770,2014,8
743,75000000,Drama,6435,15.142701,16-10-1998,46683377,Practical Magic,6.3,338,-28316623,1998,1
744,60000000,Adventure,137106,59.547928,06-02-2014,469160692,The Lego Movie,7.5,3070,409160692,2014,4
745,0,Action,10040,19.998581,11-03-2005,0,Miss Congeniality 2: Armed and Fabulous,5.3,425,0,2005,3
746,60000000,Adventure,6278,27.615108,12-07-2002,43061982,Reign of Fire,6,669,-16938018,2002,4
747,60000000,Crime,82682,29.041198,10-01-2013,105200903,Gangster Squad,6.2,1778,45200903,2013,6
748,60000000,Comedy,17610,25.293538,18-06-2009,62357900,Year One,4.6,524,2357900,2009,2
749,60000000,Drama,22954,23.85119,10-12-2009,122233971,Invictus,7,1125,62233971,2009,1
750,60000000,Action,16995,21.685719,17-04-2009,87784194,State of Play,6.7,484,27784194,2009,3
751,78146652,Romance,16558,13.630049,19-03-2009,60000000,Duplicity,5.7,201,-18146652,2009,10
752,65000000,Comedy,9849,6.80692,11-02-1999,36850101,My Favorite Martian,5.1,80,-28149899,1999,2
753,60000000,Action,5820,15.352807,19-04-2006,77920346,The Sentinel,5.8,225,17920346,2006,3
754,70000000,Science Fiction,16866,23.661071,19-11-2009,104945765,Planet 51,5.6,556,34945765,2009,11
755,60000000,Science Fiction,201,21.605533,13-12-2002,67312826,Star Trek: Nemesis,6.1,479,7312826,2002,11
756,60000000,Crime,11775,22.620125,02-09-2003,119940815,Intolerable Cruelty,5.8,391,59940815,2003,6
757,0,Drama,87825,18.587114,21-09-2012,0,Trouble with the Curve,6.6,366,0,2012,1
758,80000000,Crime,12201,24.657931,29-01-2010,74901339,Edge of Darkness,6.2,487,-5098661,2010,6
759,60000000,Horror,11015,12.621769,10-01-1997,33956608,The Relic,5.8,130,-26043392,1997,5
760,60000000,Comedy,9932,21.08952,06-12-2002,55003135,Analyze That,5.7,380,-4996865,2002,2
761,60000000,Action,13389,18.380176,11-09-2008,73174566,Righteous Kill,5.9,375,13174566,2008,3
762,60000000,Action,8838,18.877795,03-04-1998,0,Mercury Rising,6,368,-60000000,1998,3
763,60000000,Drama,17332,17.299333,24-04-2009,31720158,The Soloist,6.6,234,-28279842,2009,1
764,80000000,Fantasy,4958,16.848899,02-11-2000,39459427,The Legend of Bagger Vance,6.3,251,-40540573,2000,9
765,60000000,Drama,786,21.547446,15-09-2000,47383689,Almost Famous,7.4,797,-12616311,2000,1
766,0,Animation,9513,16.930969,15-06-2006,141702264,Garfield: A Tail of Two Kitties,5.1,464,141702264,2006,8
767,60000000,Action,11679,36.689223,27-04-2005,71073932,xXx: State of the Union,4.7,549,11073932,2005,3
768,60000000,Action,38321,28.350927,05-05-2011,78309131,Priest,5.4,692,18309131,2011,3
769,60000000,Family,14411,18.815442,02-07-2003,26288320,Sinbad: Legend of the Seven Seas,6.6,372,-33711680,2003,13
770,60000000,Horror,8413,29.787135,15-08-1997,26673242,Event Horizon,6.5,742,-33326758,1997,5
771,60000000,Drama,10052,8.927137,22-02-2002,52322400,Dragonfly,6.1,204,-7677600,2002,1
772,50000000,Drama,9676,15.213484,15-09-2006,49111202,The Black Dahlia,5.7,287,-888798,2006,1
773,60000000,Action,9664,13.155999,22-09-2006,17800000,Flyboys,6.3,271,-42200000,2006,3
774,72000000,Action,2100,15.433244,19-10-2001,27642707,The Last Castle,7,285,-44357293,2001,3
775,90000000,Horror,10384,5.762037,14-01-2000,14828081,Supernova,4.9,109,-75171919,2000,5
776,60000000,Drama,137321,22.736038,13-02-2014,30800231,Winter's Tale,6,487,-29199769,2014,1
777,60000000,Action,123553,45.514031,21-08-2013,90565421,The Mortal Instruments: City of Bones,6.2,1602,30565421,2013,3
778,60000000,Comedy,11260,18.676291,08-07-2008,50650079,Meet Dave,5,371,-9349921,2008,2
779,30000000,Drama,9009,14.376463,27-06-2005,25473093,Dark Water,5.3,274,-4526907,2005,1
780,80000000,Comedy,11374,14.298297,26-03-1999,0,Edtv,5.7,166,-80000000,1999,2
781,60000000,Adventure,2309,27.018886,11-12-2008,57490374,Inkheart,6,592,-2509626,2008,4
782,60000000,Action,8285,14.84856,25-12-2008,39031337,The Spirit,4.7,320,-20968663,2008,3
783,60000000,Comedy,210860,52.417529,21-01-2015,30418560,Mortdecai,5.4,1055,-29581440,2015,2
784,60000000,Adventure,2312,15.406173,29-11-2007,0,In the Name of the King: A Dungeon Siege Tale,4.1,224,-60000000,2007,4
785,35000000,Drama,9839,6.523472,23-10-2003,0,Beyond Borders,6.7,110,-35000000,2003,1
786,68490000,Action,381902,4.72629,22-01-2016,193677158,The Monkey King 2,6,24,125187158,2016,3
787,80000000,Action,13922,8.923215,12-08-2005,10166502,The Great Raid,6.8,91,-69833498,2005,3
788,58000000,Action,293660,514.569956,09-02-2016,783112979,Deadpool,7.4,10995,725112979,2016,3
789,60000000,Drama,9713,9.265672,08-10-1998,0,Holy Man,4.9,111,-60000000,1998,1
790,58800000,War,190859,87.53437,11-12-2014,542307423,American Sniper,7.4,4469,483507423,2014,19
791,58000000,Adventure,257445,45.351617,05-08-2015,158162788,Goosebumps,6.2,995,100162788,2015,4
792,58000000,Comedy,9007,13.43573,16-09-2005,102854431,Just Like Heaven,6.5,579,44854431,2005,2
793,83000000,Science Fiction,889,6.248309,28-04-2000,59468275,The Flintstones in Viva Rock Vegas,4.4,134,-23531725,2000,11
794,63000000,Action,1370,31.294717,24-05-1988,189015611,Rambo III,5.7,690,126015611,1988,3
795,58000000,Comedy,4942,7.739276,24-03-2008,41299492,Leatherheads,5.7,130,-16700508,2008,2
796,60000000,Comedy,347969,19.694695,11-12-2015,0,The Ridiculous 6,4.9,388,-60000000,2015,2
797,58000000,Comedy,24438,14.403696,17-12-2009,85280250,Did You Hear About the Morgans?,5.1,276,27280250,2009,2
798,58000000,Comedy,116741,1.551497,07-06-2013,44000000,The Internship,6.1,1658,-14000000,2013,2
799,60000000,Action,35791,2.143764,09-09-2010,300228084,Resident Evil: Afterlife,5.8,1363,240228084,2010,3
800,58000000,Drama,72431,12.29603,19-01-2012,50365377,Red Tails,5.9,178,-7634623,2012,1
801,57000000,Drama,1813,33.8473,17-10-1997,152944660,The Devil's Advocate,7.2,1374,95944660,1997,1
802,70000000,Comedy,87428,21.723897,14-06-2012,58058367,That's My Boy,5.5,453,-11941633,2012,2
803,57000000,Fantasy,8840,31.791979,31-05-1996,115267375,DragonHeart,6.4,535,58267375,1996,9
804,60000000,Action,10589,14.113066,12-11-2004,61347797,After the Sunset,6,226,1347797,2004,3
805,57000000,Action,71676,48.622278,10-12-2011,149217355,Ghost Rider: Spirit of Vengeance,4.7,1135,92217355,2011,3
806,57000000,Drama,1722,9.061866,17-08-2001,62112895,Captain Corelli's Mandolin,5.5,145,5112895,2001,1
807,56000000,Action,10022,35.4763,04-03-2005,113006880,The Pacifier,5.8,842,57006880,2005,3
808,56000000,Adventure,11358,23.438398,02-04-2004,57223890,Walking Tall,6,381,1223890,2004,4
809,55000000,Comedy,13,138.133331,06-07-1994,677945399,Forrest Gump,8.2,7927,622945399,1994,2
810,60000000,Comedy,6477,47.336034,13-12-2007,361366633,Alvin and the Chipmunks,5.5,1177,301366633,2007,2
811,55000000,Comedy,1597,29.97224,06-10-2000,330444045,Meet the Parents,6.6,1698,275444045,2000,2
812,55000000,Adventure,10530,47.845589,14-06-1995,346079773,Pocahontas,6.7,1457,291079773,1995,4
813,55000000,Action,1924,48.507081,13-12-1978,300218018,Superman,6.9,1022,245218018,<1980,3
814,54000000,Fantasy,9327,20.28119,26-06-1996,128769345,The Nutty Professor,5.4,702,74769345,1996,9
815,70000000,Comedy,8488,34.576913,10-02-2005,368100420,Hitch,6.4,1665,298100420,2005,2
816,55000000,Adventure,10603,22.573237,15-07-1997,0,George of the Jungle,5.4,496,-55000000,1997,4
817,55000000,Comedy,8273,36.194802,01-08-2003,231449203,American Wedding,6,1129,176449203,2003,2
818,55000000,Action,109424,52.786917,10-10-2013,95000000,Captain Phillips,7.6,2454,40000000,2013,3
819,55000000,Comedy,35056,38.06168,08-04-2010,152263880,Date Night,5.9,1122,97263880,2010,2
820,50000000,Fantasy,8839,19.830132,26-05-1995,287928194,Casper,6,1019,237928194,1995,9
821,55000000,Thriller,156022,79.922059,24-09-2014,192330738,The Equalizer,7.1,2954,137330738,2014,7
822,55000000,Comedy,7303,19.738215,13-12-2002,154906693,Maid in Manhattan,5.6,485,99906693,2002,2
823,53000000,Action,8963,20.334629,12-05-1995,157387195,Crimson Tide,7,498,104387195,1995,3
824,55000000,Drama,1402,80.581367,14-12-2006,307077295,The Pursuit of Happyness,7.7,2525,252077295,2006,1
825,55000000,Thriller,9315,32.05145,22-09-2005,223387299,Flightplan,6.1,772,168387299,2005,7
826,55000000,Drama,8984,15.064058,09-12-1994,214015089,Disclosure,5.9,210,159015089,1994,1
827,55000000,Drama,795,21.272734,10-04-1998,198685114,City of Angels,6.4,529,143685114,1998,1
828,30000000,Action,24,79.754966,10-10-2003,180949000,Kill Bill: Vol. 1,7.7,4949,150949000,2003,3
829,55000000,Comedy,11353,13.191829,12-08-1999,0,Bowfinger,6,254,-55000000,1999,2
830,30000000,Action,393,50.622607,16-04-2004,152159461,Kill Bill: Vol. 2,7.6,3948,122159461,2004,3
831,55000000,Action,9618,22.787667,22-12-1989,63408614,Tango & Cash,6.1,458,8408614,1989,3
832,55000000,Fantasy,9374,29.498304,30-07-1992,149022650,Death Becomes Her,6.3,636,94022650,1992,9
833,55000000,Adventure,8584,25.400935,26-05-2000,56932305,Shanghai Noon,6.2,735,1932305,2000,4
834,55000000,Action,2320,17.231675,15-03-1996,121969216,Executive Decision,5.8,256,66969216,1996,3
835,55000000,Comedy,58224,32.835777,17-06-2011,187361754,Mr. Popper's Penguins,5.7,751,132361754,2011,2
836,55000000,Action,1729,17.097041,18-04-2008,127906624,The Forbidden Kingdom,6.3,461,72906624,2008,3
837,55000000,Animation,175574,14.414937,30-10-2013,110000000,Free Birds,5.7,254,55000000,2013,8
838,50000000,Science Fiction,8077,45.856409,22-05-1992,159773545,Alien³,6.2,1633,109773545,1992,11
839,55000000,History,8818,7.027139,14-12-1996,141047179,Evita,5.9,120,86047179,1996,18
840,55000000,Action,8195,32.657488,25-09-1998,41610884,Ronin,6.7,658,-13389116,1998,3
841,50000000,Adventure,10586,12.46525,11-10-1996,75000000,The Ghost and the Darkness,6.4,236,25000000,1996,4
842,55000000,Family,116149,39.882276,27-11-2014,259207227,Paddington,7,883,204207227,2014,13
843,68000000,Comedy,80035,39.395881,26-07-2012,68267862,The Watch,5.3,881,267862,2012,2
844,55000000,Drama,10632,8.634954,11-03-2003,34234008,The Hunted,6,189,-20765992,2003,1
845,80000000,Drama,12117,7.386394,04-06-1999,0,Instinct,6.2,146,-80000000,1999,1
846,55000000,Comedy,1792,8.802525,10-12-2003,33828318,Stuck on You,5.1,188,-21171682,2003,2
847,0,Comedy,13260,10.449975,28-02-2008,33472850,Semi-Pro,5.4,251,33472850,2008,2
848,60000000,Animation,72197,23.700759,12-03-2012,118338361,The Pirates! In an Adventure with Scientists!,6.4,374,58338361,2012,8
849,55000000,Crime,3580,27.50916,30-01-2008,113020255,Changeling,7.3,1131,58020255,2008,6
850,50000000,Action,12123,20.58862,02-08-1996,60209334,Chain Reaction,5.3,284,10209334,1996,3
851,55000000,Drama,9566,4.366488,15-08-1996,18626419,The Fan,5.7,194,-36373581,1996,1
852,70000000,Thriller,9833,18.927463,08-12-2004,154648887,The Phantom of the Opera,7,438,84648887,2004,7
853,55000000,Drama,4517,15.274137,09-09-2007,74237563,Elizabeth: The Golden Age,6.6,303,19237563,2007,1
854,62000000,Action,8202,29.954302,30-11-2005,52304001,Æon Flux,5.4,703,-9695999,2005,3
855,56000000,Drama,16072,4.362535,21-02-2003,12923936,Gods and Generals,6.1,48,-43076064,2003,1
856,55000000,Action,34314,4.700024,09-01-1997,11466088,Turbulence,5.2,62,-43533912,1997,3
857,55000000,Comedy,19724,12.340384,19-06-2009,0,Imagine That,5.7,134,-55000000,2009,2
858,50000000,Comedy,145220,14.808304,20-03-2014,80383290,Muppets Most Wanted,6.2,316,30383290,2014,2
859,57000000,Action,14623,9.27875,23-07-2004,28283637,Thunderbirds,4.2,91,-28716363,2004,3
860,55000000,Drama,42297,22.863516,23-11-2010,89519773,Burlesque,6.9,573,34519773,2010,1
861,47000000,Drama,2841,23.05451,26-10-2004,0,A Very Long Engagement,7.1,346,-47000000,2004,1
862,2000000,Drama,802,23.962109,13-06-1962,9250000,Lolita,7.3,395,7250000,<1980,1
863,55000000,Action,10375,12.669778,04-01-2002,6416302,D-Tox,5.3,123,-48583698,2002,3
864,54000000,Fantasy,36586,67.169587,22-03-2002,155010032,Blade II,6.2,1528,101010032,2002,9
865,55000000,Drama,11321,41.472404,18-12-2008,168167691,Seven Pounds,7.5,2039,113167691,2008,1
866,55000000,Action,70074,22.503935,31-01-2013,9489829,Bullet to the Head,5.2,481,-45510171,2013,3
867,54000000,Crime,242,59.194915,24-12-1990,136766062,The Godfather: Part III,7.1,1546,82766062,1990,6
868,57000000,Comedy,9621,22.894898,06-10-2005,52034889,Elizabethtown,6.1,327,-4965111,2005,2
869,54000000,Comedy,1819,18.600367,14-07-2006,130431368,"You, Me and Dupree",5.4,407,76431368,2006,2
871,54000000,Drama,8046,9.053456,01-08-2003,7266209,Gigli,3.5,104,-46733791,2003,1
872,55000000,Drama,1717,7.768223,10-09-2006,9450897,All the King's Men,5.7,95,-45549103,2006,1
873,46000000,Action,479,19.643365,15-06-2000,107196498,Shaft,5.5,308,61196498,2000,3
874,53000000,Animation,9444,45.565918,20-11-1997,139804348,Anastasia,7.4,1432,86804348,1997,8
875,52500000,Drama,824,57.374341,09-03-2001,179213434,Moulin Rouge!,7.4,1300,126713434,2001,1
876,75000000,Mystery,11456,8.41856,30-10-2001,54249294,Domestic Disturbance,5.4,113,-20750706,2001,15
877,53000000,Crime,261023,46.049902,04-09-2015,98837872,Black Mass,6.3,1242,45837872,2015,6
878,90000000,War,3683,23.9366,18-10-2006,65900249,Flags of Our Fathers,6.7,526,-24099751,2006,19
879,53000000,Drama,22803,49.593978,15-10-2009,126690726,Law Abiding Citizen,7.2,1486,73690726,2009,1
880,67000000,Thriller,285923,16.637642,06-04-2007,25037897,Grindhouse,6.8,459,-41962103,2007,7
881,0,Drama,39437,1.453765,16-10-1998,0,Beloved,5.9,26,0,1998,1
882,0,Drama,1950,6.162872,01-05-2007,5761917,Lucky You,5.4,81,5761917,2007,1
883,52000000,Drama,640,73.944049,25-12-2002,352114312,Catch Me If You Can,7.7,3795,300114312,2002,1
884,40000000,Thriller,97630,38.306954,19-12-2012,132820716,Zero Dark Thirty,6.7,1702,92820716,2012,7
885,52000000,Romance,9767,26.251217,01-06-2006,204999686,The Break-Up,5.6,832,152999686,2006,10
886,52000000,Comedy,11631,30.780599,03-07-2008,609841637,Mamma Mia!,6.4,1386,557841637,2008,2
887,52000000,Comedy,32856,25.41929,10-02-2010,216485654,Valentine's Day,5.7,1013,164485654,2010,2
888,50000000,Action,6519,15.98212,05-08-2005,110803676,The Dukes of Hazzard,5.1,316,60803676,2005,3
889,52000000,Drama,8741,40.072583,25-12-1998,98126565,The Thin Red Line,7.2,771,46126565,1998,1
890,52000000,Comedy,49520,32.015477,05-08-2011,75450437,The Change-Up,5.9,736,23450437,2011,2
891,82000000,Comedy,1850,24.444186,22-12-1999,47434430,Man on the Moon,6.9,435,-34565570,1999,2
892,52000000,Drama,524,40.06688,22-11-1995,116112375,Casino,7.8,1307,64112375,1995,1
893,52000000,Action,26389,27.916284,05-02-2010,52826594,From Paris with Love,6.1,675,826594,2010,3
894,52000000,Action,11817,15.20707,28-03-2003,0,Bulletproof Monk,5.1,278,-52000000,2003,3
895,51000000,Comedy,2123,39.001682,22-06-2000,149270999,"Me, Myself & Irene",6.1,927,98270999,2000,2
896,51000000,Animation,9907,10.430832,04-08-2006,72779000,Barnyard,5.3,225,21779000,2006,8
897,0,Comedy,9969,5.952527,22-11-2006,47231070,Deck the Halls,5.1,109,47231070,2006,2
898,50000000,Adventure,18239,94.815867,15-03-2009,709827462,The Twilight Saga: New Moon,5.6,2436,659827462,2009,4
899,60000000,Adventure,808,67.298732,16-05-2001,484409218,Shrek,7.3,4056,424409218,2001,4
900,50200000,Science Fiction,38050,26.60772,03-03-2011,127869379,The Adjustment Bureau,6.5,1652,77669379,2011,11
901,48000000,Adventure,8367,28.803729,14-06-1991,390493908,Robin Hood: Prince of Thieves,6.6,909,342493908,1991,4
902,50000000,Comedy,9390,27.039636,06-12-1996,273552592,Jerry Maguire,6.7,913,223552592,1996,2
903,50000000,Comedy,72105,68.87691,29-06-2012,549368315,Ted,6.3,4697,499368315,2012,2
904,50000000,Comedy,2898,37.885022,19-12-1997,314178011,As Good as It Gets,7.2,915,264178011,1997,2
905,50000000,Comedy,10312,35.537397,25-12-1998,202292902,Patch Adams,7,832,152292902,1998,2
906,50000000,Comedy,109443,38.125008,18-12-2013,173649015,Anchorman 2: The Legend Continues,6,923,123649015,2013,2
907,50000000,Comedy,2022,18.121404,28-06-2002,171269535,Mr. Deeds,5.6,644,121269535,2002,2
908,50000000,Thriller,37686,37.069253,08-06-2011,260095987,Super 8,6.6,2435,210095987,2011,7
909,52000000,Drama,462,30.347332,17-03-2000,256271286,Erin Brockovich,7.1,716,204271286,2000,1
910,50000000,Comedy,9919,23.854701,07-02-2003,177371441,How to Lose a Guy in 10 Days,6.3,850,127371441,2003,2
911,50000000,Crime,187017,52.380982,05-06-2014,188441614,22 Jump Street,7,3319,138441614,2014,6
912,60000000,Horror,628,50.163785,11-11-1994,223664608,Interview with the Vampire,7.2,1516,163664608,1994,5
913,70000000,Comedy,10201,43.849351,09-12-2008,225990978,Yes Man,6.4,1813,155990978,2008,2
914,50000000,Action,302699,45.318703,15-06-2016,216972543,Central Intelligence,6.2,1650,166972543,2016,3
915,0,Drama,9441,16.368283,25-12-1998,0,Stepmom,6.9,277,0,1998,1
916,50000000,Comedy,274167,38.616744,25-12-2015,242786137,Daddy's Home,5.8,854,192786137,2015,2
917,50000000,Fantasy,224141,65.90161,25-12-2014,212902372,Into the Woods,5.6,1652,162902372,2014,9
