,budget,genres,id,popularity,release_date,revenue,title,vote_average,vote_count,profit,release_year,cluster
2290,18000000,Comedy,12090,18.47518,09-01-2003,101564935,Just Married,5.3,404,83564935,2003,2
2291,19100000,Drama,62630,10.559414,11-02-2011,5728213,The Devil's Double,6.5,208,-13371787,2011,1
2292,0,Animation,16110,1.916351,26-07-2000,0,Thomas and the Magic Railroad,4.6,8,0,2000,8
2293,20000000,Mystery,29427,28.867568,26-02-2010,54956140,The Crazies,6.2,633,34956140,2010,15
2294,15000000,Fantasy,129,118.968562,20-07-2001,274925095,Spirited Away,8.3,3840,259925095,2001,9
2295,0,Action,244114,3.376967,12-12-2013,0,Firestorm,5.9,43,0,2013,3
2296,25000000,Action,2669,7.436491,04-05-1984,8613462,The Bounty,6.5,108,-16386538,1984,3
2297,0,Drama,203833,57.84156,08-11-2013,76586316,The Book Thief,7.4,1486,76586316,2013,1
2298,19000000,Comedy,13523,17.952817,16-10-2008,18755936,Sex Drive,6,342,-244064,2008,2
2299,19000000,Romance,25195,21.959742,08-01-2010,29922472,Leap Year,6.4,465,10922472,2010,10
2300,19000000,Drama,17277,4.229942,24-03-1964,4750000,The Fall of the Roman Empire,6,33,-14250000,<1980,1
2301,19000000,Comedy,50725,11.766564,04-03-2011,6928068,Take Me Home Tonight,6.2,208,-12071932,2011,2
2302,0,Drama,82631,2.366251,28-09-2012,5310554,Won't Back Down,5.8,40,5310554,2012,1
2303,19000000,Family,73191,0.068228,24-11-1993,2119994,The Nutcracker,5.6,5,-16880006,1993,13
2304,18000000,Thriller,22479,5.380733,16-08-1996,0,Kansas City,6.1,12,-18000000,1996,7
2305,0,Drama,340611,5.625989,29-07-2016,0,Indignation,6.8,69,0,2016,1
2306,19000000,Horror,10065,30.205943,15-04-2005,108047131,The Amityville Horror,6,588,89047131,2005,5
2307,19000000,Comedy,2757,26.441669,06-12-2002,32801173,Adaptation.,7.3,638,13801173,2002,2
2308,15000000,Horror,11683,15.262492,24-06-2005,46770602,Land of the Dead,6,381,31770602,2005,5
2309,0,Action,244339,1.583918,10-03-2013,0,Out of Inferno,5.8,11,0,2013,3
2310,18500000,Adventure,1878,44.511363,22-05-1998,10680275,Fear and Loathing in Las Vegas,7.2,1301,-7819725,1998,4
2311,18500000,Comedy,23082,16.665841,13-09-2009,31912793,The Invention of Lying,6,518,13412793,2009,2
2312,18000000,Comedy,195589,36.471231,08-05-2014,268157400,Neighbors,6.2,2713,250157400,2014,2
2313,23000000,Romance,854,85.30318,29-07-1994,351583407,The Mask,6.6,2472,328583407,1994,10
2314,18000000,Fantasy,2280,20.716023,03-06-1988,151668774,Big,6.9,993,133668774,1988,9
2315,18000000,Comedy,496,29.487784,01-11-2006,261572744,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1579,243572744,2006,2
2316,18000000,Comedy,8835,25.43954,13-07-2001,141774679,Legally Blonde,6.1,882,123774679,2001,2
2317,18000000,Science Fiction,157,15.314027,31-05-1984,87000000,Star Trek III: The Search for Spock,6.4,434,69000000,1984,11
2318,19000000,Crime,8643,32.602868,09-09-2005,144216468,The Exorcism of Emily Rose,6.3,659,125216468,2005,6
2319,17000000,Comedy,10402,9.832326,10-12-1999,65535067,Deuce Bigalow: Male Gigolo,5.5,308,48535067,1999,2
2320,16000000,Thriller,218043,33.452469,03-10-2014,19682924,Left Behind,3.7,392,3682924,2014,7
2321,0,Comedy,9043,14.190837,14-12-2005,0,The Family Stone,6.2,249,0,2005,2
2322,18000000,Comedy,21301,6.501815,20-01-2004,65070412,Barbershop 2:  Back in Business,5.6,74,47070412,2004,2
2323,23000000,Drama,10147,26.58873,26-11-2003,76488889,Bad Santa,6.5,656,53488889,2003,1
2324,16500000,Science Fiction,816,36.15716,02-05-1997,67683989,Austin Powers: International Man of Mystery,6.5,1013,51183989,1997,11
2325,18000000,Romance,302688,16.027955,23-03-2016,88923251,My Big Fat Greek Wedding 2,5.5,322,70923251,2016,10
2326,21000000,Family,60307,14.329891,25-03-2011,72417394,Diary of a Wimpy Kid: Rodrick Rules,6.3,238,51417394,2011,13
2327,18000000,Science Fiction,106,50.009408,11-06-1987,98235548,Predator,7.3,2093,80235548,1987,11
2328,18000000,Drama,279,31.82675,26-10-1984,51973029,Amadeus,7.8,1076,33973029,1984,1
2329,0,Crime,8617,9.642041,10-04-2008,14796236,Prom Night,4.8,167,14796236,2008,6
2330,17000000,Comedy,10625,36.423717,30-04-2004,129042871,Mean Girls,6.9,2320,112042871,2004,2
2331,0,Comedy,10934,12.309718,30-04-2003,0,Under the Tuscan Sun,6.4,172,0,2003,2
2332,19800000,Drama,5279,11.693272,07-11-2001,87754044,Gosford Park,6.8,246,67954044,2001,1
2333,18000000,Comedy,10013,12.243887,05-10-1986,41382841,Peggy Sue Got Married,5.9,136,23382841,1986,2
2334,18000000,Drama,194662,89.811154,27-08-2014,103215094,Birdman,7.4,4535,85215094,2014,1
2335,18000000,Comedy,160588,34.694216,25-07-2013,99206215,Blue Jasmine,7,1098,81206215,2013,2
2336,15000000,Drama,9829,17.50138,28-04-2006,76286096,United 93,6.9,367,61286096,2006,1
2337,18000000,Romance,10028,18.492655,24-11-2003,62646763,Honey,6,303,44646763,2003,10
2338,18000000,Action,10535,11.238522,24-05-1996,0,Spy Hard,4.9,147,-18000000,1996,3
2340,18000000,Action,43959,19.234672,08-04-2011,47088990,Soul Surfer,6.9,342,29088990,2011,3
2341,18000000,War,10364,4.504377,24-06-1970,24911670,Catch-22,6.7,72,6911670,<1980,19
2342,0,Comedy,16991,10.529143,10-04-2009,24007324,Observe and Report,5.6,225,24007324,2009,2
2343,18000000,Adventure,9610,18.379124,29-06-1984,100000000,Conan the Destroyer,5.8,383,82000000,1984,4
2345,18000000,Drama,25643,13.472365,18-09-2009,36133014,Love Happens,5.6,180,18133014,2009,1
2346,18000000,Action,11904,8.321586,04-12-1985,0,Young Sherlock Holmes,6.7,167,-18000000,1985,3
2347,0,Music,28665,7.668063,01-01-2009,0,Fame,5.5,135,0,2009,16
2348,18000000,Adventure,44115,52.464877,05-11-2010,35692920,127 Hours,7,2606,17692920,2010,4
2349,0,Action,10569,11.423533,19-05-2000,0,Small Time Crooks,6.4,155,0,2000,3
2350,18000000,Drama,10560,6.961736,12-05-2000,17200925,Center Stage,6.8,90,-799075,2000,1
2351,17000000,Comedy,333348,9.191187,12-11-2015,24000000,Love the Coopers,5.4,167,7000000,2015,2
2352,18000000,Family,20483,4.492859,06-02-2004,16702864,Catch That Kid,4.9,76,-1297136,2004,13
2353,18000000,Drama,11457,5.706767,25-10-2001,0,Life as a House,7.2,120,-18000000,2001,1
2354,30000000,Drama,321697,53.670525,09-10-2015,34441873,Steve Jobs,6.8,1573,4441873,2015,1
2355,18000000,Comedy,19840,14.15192,10-07-2009,0,"I Love You, Beth Cooper",5.1,197,-18000000,2009,2
2356,18000000,Drama,22327,13.462544,11-09-2009,0,Youth in Revolt,5.9,319,-18000000,2009,1
2357,18000000,Action,38665,11.725805,20-08-1981,2945600,The Legend of the Lone Ranger,3.7,14,-15054400,1981,3
2358,21000000,Drama,2575,7.047975,11-02-2001,28008462,The Tailor of Panama,6.2,92,7008462,2001,1
2359,18000000,Drama,11644,13.628601,24-07-1981,12000000,Blow Out,7.3,236,-6000000,1981,1
2360,18000000,Action,146227,16.520516,29-08-2013,10501938,Getaway,4.9,246,-7498062,2013,3
2361,18000000,Drama,68924,14.916264,27-09-1997,8038061,The Ice Storm,6.9,176,-9961939,1997,1
2362,18000000,Comedy,253235,9.633711,20-07-2014,25312387,And So It Goes,5.7,164,7312387,2014,2
2363,0,Adventure,22102,3.455018,22-03-1989,0,Troop Beverly Hills,5.6,56,0,1989,4
2364,0,Comedy,18701,1.946634,03-09-2004,0,Being Julia,6.4,23,0,2004,2
2365,17000000,Drama,10068,12.313143,14-02-1986,6735922,Nine 1/2 Weeks,5.8,177,-10264078,1986,1
2366,18000000,Fantasy,848,3.258422,26-06-1981,14110013,Dragonslayer,6.5,67,-3889987,1981,9
2367,0,Drama,36811,3.659292,04-09-2009,0,The Last Station,6.7,55,0,2009,1
2368,18000000,Comedy,522,24.548633,27-09-1994,5887457,Ed Wood,7.3,630,-12112543,1994,2
2369,18000000,Drama,130150,17.683563,27-12-2013,20275812,Labor Day,6.7,299,2275812,2013,1
2370,18000000,History,12246,10.1449,20-09-2007,26527510,Mongol: The Rise of Genghis Khan,6.5,158,8527510,2007,18
2371,18000000,Action,13809,31.887978,04-09-2008,25739015,RockNRolla,6.9,836,7739015,2008,3
2372,0,Adventure,27380,1.110179,25-06-1982,0,Megaforce,3.5,15,0,1982,4
2373,0,Drama,10549,9.814785,25-12-1996,0,Hamlet,7.3,117,0,1996,1
2374,25000000,Drama,33870,1.876811,01-10-2009,20719451,Mao's Last Dancer,6.8,28,-4280549,2009,1
2375,18000000,Adventure,245703,32.717853,18-02-2016,6212282,Midnight Special,6.2,694,-11787718,2016,4
2376,0,Comedy,10739,8.945081,27-08-2003,0,Anything Else,6.2,149,0,2003,2
2377,18000000,Drama,127560,13.916583,26-12-2013,22309223,The Railway Man,6.7,273,4309223,2013,1
2378,15238800,Crime,37903,17.94739,21-05-2009,0,The White Ribbon,7.2,255,-15238800,2009,6
2379,0,Horror,396152,2.525569,03-05-2016,0,Restoration,5.3,11,0,2016,5
2380,2700000,Romance,10017,10.47644,21-11-1986,3500000,The Wraith,5.9,108,800000,1986,10
2381,18000000,Drama,11468,10.991281,01-01-2002,676698,Salton Sea,7,104,-17323302,2002,1
2382,18000000,Music,193613,7.871686,25-09-2013,7972967,Metallica: Through the Never,6.7,83,-10027033,2013,16
2383,18000000,Drama,17436,6.333869,05-11-2008,382174,The Informers,4.4,60,-17617826,2008,1
2384,18000000,Crime,43434,1.138383,19-05-2010,871279,Carlos,6.7,50,-17128721,2010,6
2385,18000000,Thriller,31166,8.266124,14-05-2009,0,I Come with the Rain,5.6,20,-18000000,2009,7
2386,0,Western,69848,0.910529,02-08-1999,0,One Man's Hero,9.3,2,0,1999,17
2387,3500000,Horror,8408,18.025206,19-07-1985,34000000,Day of the Dead,6.9,270,30500000,1985,5
2388,18000000,Action,332411,10.144222,14-04-2016,0,I Am Wrath,4.5,179,-18000000,2016,3
2389,18000000,Action,9389,9.244181,16-03-2006,1831348,Renaissance,6.7,77,-16168652,2006,3
2390,17900000,Adventure,9626,12.752463,09-04-1985,6948633,Red Sonja,5,206,-10951367,1985,4
2391,14000000,Thriller,75638,22.748174,02-03-2012,13551174,Red Lights,6,376,-448826,2012,7
2392,20000000,Comedy,8363,33.436092,17-08-2007,121463226,Superbad,7,2100,101463226,2007,2
2393,0,Comedy,15670,3.107371,16-02-2009,90508336,Madea Goes to Jail,6.4,52,90508336,2009,2
2394,18000000,Horror,290555,7.922639,28-08-2014,0,Wolves,5.7,82,-18000000,2014,5
2395,23000000,Music,8328,28.973074,14-02-2008,150816700,Step Up 2: The Streets,6.5,640,127816700,2008,16
2396,15000000,Animation,10982,23.980329,16-12-2005,51053787,Hoodwinked!,5.9,479,36053787,2005,8
2397,17500000,Drama,205,28.60542,11-09-2004,38000000,Hotel Rwanda,7.5,793,20500000,2004,1
2398,24000000,Action,1620,42.669304,21-11-2007,99965753,Hitman,5.9,966,75965753,2007,3
2399,17500000,Drama,175541,7.180403,27-11-2013,7018189,Black Nativity,5.8,16,-10481811,2013,1
2400,18000000,Thriller,241254,21.638673,22-08-2014,266586800,The Prince,4.6,218,248586800,2014,7
2401,0,Thriller,31932,2.64486,01-01-2002,0,City of Ghosts,5.4,18,0,2002,7
2402,0,Horror,1933,25.881355,02-08-2001,0,The Others,7.4,1660,0,2001,5
2403,18500000,Horror,679,67.66094,18-07-1986,183316455,Aliens,7.7,3220,164816455,1986,5
2404,17000000,Drama,11113,20.786616,21-10-1964,72070731,My Fair Lady,7.4,352,55070731,<1980,1
2405,17000000,Horror,3597,27.654472,17-10-1997,125586134,I Know What You Did Last Summer,5.6,687,108586134,1997,5
2406,17000000,Comedy,193893,70.668923,13-08-2014,136621271,Let's Be Cops,6.4,1219,119621271,2014,2
2407,16000000,Comedy,9675,23.425431,22-10-2004,109502303,Sideways,6.9,478,93502303,2004,2
2408,17500000,Comedy,9988,14.304444,25-08-2006,19179969,Beerfest,5.8,172,1679969,2006,2
2409,300000,Horror,948,30.301307,25-10-1978,70000000,Halloween,7.4,1035,69700000,<1980,5
2410,17000000,Comedy,21765,3.56033,10-10-2003,0,Good Boy!,4.7,30,-17000000,2003,2
2411,17000000,Comedy,146304,7.210095,15-11-2013,71625195,The Best Man Holiday,6.7,110,54625195,2013,2
2412,17000000,Action,7516,23.491962,09-12-2006,57103895,Smokin' Aces,6.4,534,40103895,2006,3
2413,20000000,Horror,41439,36.133536,21-10-2010,136150434,Saw: The Final Chapter,5.8,730,116150434,2010,5
2414,17000000,Comedy,2752,14.18136,01-03-2002,0,40 Days and 40 Nights,5.2,297,-17000000,2002,2
2415,17000000,Comedy,9429,12.709227,01-10-1998,30331165,A Night at the Roxbury,5.9,198,13331165,1998,2
2416,17000000,Drama,38117,24.054062,21-01-2011,43165571,Beastly,6,849,26165571,2011,1
2417,15000000,Horror,9792,35.107857,10-03-2006,69623713,The Hills Have Eyes,6.1,705,54623713,2006,5
2418,0,Comedy,13778,10.149569,05-09-2003,0,Dickie Roberts: Former Child Star,5.1,64,0,2003,2
2419,0,Drama,228203,14.023082,20-02-2015,45710059,"McFarland, USA",7.4,213,45710059,2015,1
2420,0,Comedy,41382,9.054803,20-08-2010,0,Lottery Ticket,5.6,54,0,2010,2
2421,20000000,Drama,13960,5.422285,31-03-2006,21170563,ATL,6,32,1170563,2006,1
2422,17000000,Comedy,114150,32.746486,28-09-2012,115350426,Pitch Perfect,7.3,2247,98350426,2012,2
2423,34000000,Drama,26602,3.960098,22-08-2001,19693891,Summer Catch,4.8,63,-14306109,2001,1
2424,0,Drama,10223,10.178917,11-12-1998,0,A Simple Plan,6.9,187,0,1998,1
2425,17000000,Horror,16028,4.544216,01-11-2002,0,They,4.6,74,-17000000,2002,5
2426,0,Comedy,15639,2.184708,24-03-2006,0,Larry the Cable Guy: Health Inspector,3.3,17,0,2006,2
2427,0,Family,16112,3.09159,01-10-1999,0,The Adventures of Elmo in Grouchland,6.3,14,0,1999,13
2428,17000000,Crime,26390,18.790102,16-01-2009,29536299,Brooklyn's Finest,6.2,293,12536299,2009,6
2429,17000000,Action,27759,3.321095,06-05-1963,10000000,55 Days at Peking,6.3,36,-7000000,<1980,3
2430,17000000,Horror,109428,33.912116,05-04-2013,97542952,Evil Dead,6.4,1723,80542952,2013,5
2431,17000000,Comedy,23049,5.787891,06-02-2009,20455276,My Life in Ruins,5.6,101,3455276,2009,2
2432,17000000,Comedy,9310,7.864011,04-03-2006,7314027,American Dreamz,4.9,95,-9685973,2006,2
2433,17000000,Action,11411,17.062117,23-07-1987,19300000,Superman IV: The Quest for Peace,4.1,318,2300000,1987,3
2434,0,Drama,16988,1.782666,25-01-2008,0,How She Move,3,6,0,2008,1
2435,17000000,Action,7304,19.311572,06-01-2006,9500000,Running Scared,7,331,-7500000,2006,3
2436,0,Drama,24747,2.897449,30-04-2004,0,Bobby Jones: Stroke of Genius,5.5,19,0,2004,1
2437,17000000,Adventure,58048,0.138564,29-08-1986,0,Shanghai Surprise,2.9,15,-17000000,1986,4
2438,40000000,Fantasy,1491,36.960953,18-08-2006,86915017,The Illusionist,7.1,1615,46915017,2006,9
2439,17000000,Adventure,2989,1.15641,12-11-1981,2000000,Roar,5.6,19,-15000000,1981,4
2440,17000000,Drama,10629,9.583578,11-07-2003,1569918,Veronica Guerin,6.8,59,-15430082,2003,1
2441,17000000,Thriller,255343,25.112567,11-10-2014,3758328,Escobar: Paradise Lost,6.1,271,-13241672,2014,7
2442,17000000,Action,4723,9.349386,15-05-2006,374743,Southland Tales,5.2,153,-16625257,2006,3
2443,15000000,Animation,10800,8.884405,19-03-2008,0,Dragon Hunters,6.5,129,-15000000,2008,8
2444,17000000,Action,25763,2.215261,10-09-1977,8720000,Damnation Alley,5,27,-8280000,<1980,3
2445,17000000,Horror,79694,6.385234,23-08-2012,9627492,The Apparition,4.5,140,-7372508,2012,5
2446,16500000,Comedy,4032,20.935169,27-11-1991,0,My Girl,7,428,-16500000,1991,2
2447,16800000,Drama,18615,4.358255,30-08-2006,2281089,Fur: An Imaginary Portrait of Diane Arbus,5.8,73,-14518911,2006,1
2448,15000000,Crime,10673,24.898687,10-12-1987,43848069,Wall Street,7,546,28848069,1987,6
2449,16500000,Drama,4584,20.898711,13-12-1995,135000000,Sense and Sensibility,7.2,352,118500000,1995,1
2450,16500000,Drama,2977,18.236284,02-03-2007,37311672,Becoming Jane,6.9,317,20811672,2007,1
2451,16500000,Comedy,10760,10.74648,21-09-2007,13620075,Sydney White,6,236,-2879925,2007,2
2452,16500000,Drama,11093,12.102725,19-12-2003,16942795,House of Sand and Fog,7,199,442795,2003,1
2453,16400000,Drama,207,55.458584,02-06-1989,235860116,Dead Poets Society,8.1,2705,219460116,1989,1
2454,16000000,Comedy,8467,35.777067,16-12-1994,247275374,Dumb and Dumber,6.5,1859,231275374,1994,2
2455,16000000,Comedy,639,18.430419,21-07-1989,92823546,When Harry Met Sally...,7.3,950,76823546,1989,2
2456,16000000,Drama,24226,7.980632,08-12-1982,53977250,The Verdict,7.4,131,37977250,1982,1
2457,16000000,Comedy,9285,14.759948,19-05-2000,119754278,Road Trip,5.9,542,103754278,2000,2
2458,0,Comedy,14709,9.229999,15-01-1999,0,Varsity Blues,6,122,0,1999,2
2459,15000000,Drama,74643,29.943316,15-05-2011,133432856,The Artist,7.3,1049,118432856,2011,1
2460,16000000,Horror,13788,15.788784,09-01-2009,76514050,The Unborn,4.8,365,60514050,2009,5
2461,16000000,Comedy,83666,41.083914,16-05-2012,68263166,Moonrise Kingdom,7.6,1662,52263166,2012,2
2462,16000000,Horror,10781,21.380635,06-10-2006,0,The Texas Chainsaw Massacre: The Beginning,5.9,402,-16000000,2006,5
2463,18500000,Drama,318850,1.884558,10-03-2016,6490401,The Young Messiah,6.4,30,-12009599,2016,1
2464,0,Comedy,13908,4.382761,02-08-2002,0,The Master of Disguise,3.7,78,0,2002,2
2465,19000000,Fantasy,1417,90.809408,27-05-2006,83258226,Pan's Labyrinth,7.6,3041,64258226,2006,9
2466,0,Action,39180,6.579017,02-03-2001,0,See Spot Run,4.8,44,0,2001,3
2467,16000000,Crime,16161,7.854989,27-06-2001,29381649,Baby Boy,7.4,55,13381649,2001,6
2468,16000000,Thriller,49950,11.807269,04-02-2011,40492759,The Roommate,5.3,224,24492759,2011,7
2469,17700000,Mystery,10956,15.976335,10-04-2001,30987695,Joe Dirt,5.5,242,13287695,2001,15
2470,15000000,Thriller,9594,10.484642,10-08-1991,30102717,Double Impact,5.3,215,15102717,1991,7
2471,12000000,Crime,4638,38.623178,14-02-2007,80573774,Hot Fuzz,7.4,2199,68573774,2007,6
2472,16000000,Comedy,13972,8.8321,12-09-2008,50007546,The Women,4.6,96,34007546,2008,2
2473,15000000,Drama,5038,32.758254,15-08-2008,96408652,Vicky Cristina Barcelona,6.7,1020,81408652,2008,1
2474,25000000,Action,13491,6.091033,17-12-2007,0,Arn: The Knight Templar,6.4,76,-25000000,2007,3
2475,16000000,Comedy,10571,9.119797,16-06-2000,20627372,Boys and Girls,5.4,103,4627372,2000,2
2476,0,Drama,10994,9.423866,11-10-2002,0,White Oleander,7.2,108,0,2002,1
2477,16000000,Comedy,19994,32.257414,18-09-2009,31556061,Jennifer's Body,5.3,837,15556061,2009,2
2478,16000000,Comedy,25166,3.021835,03-03-2000,15427192,Drowning Mona,5.4,43,-572808,2000,2
2479,16000000,Comedy,30890,7.612849,30-01-1987,0,Radio Days,7,127,-16000000,1987,2
2480,20000000,Drama,23169,36.764666,12-03-2010,0,Remember Me,6.9,948,-20000000,2010,1
2481,0,Drama,17403,3.199784,18-07-2003,0,How to Deal,5.7,42,0,2003,1
2482,20000000,Comedy,12120,9.455596,09-12-1988,13854000,My Stepmother is an Alien,5.3,131,-6146000,1988,2
2483,26000000,Drama,9800,44.301745,22-12-1993,206678440,Philadelphia,7.6,988,180678440,1993,1
2484,16000000,Thriller,1090,19.890428,16-04-1999,18564088,The Thirteenth Floor,6.8,378,2564088,1999,7
2485,16000000,Comedy,18475,0.830596,03-09-2004,12,The Cookout,4.6,10,-15999988,2004,2
2486,0,Action,40160,2.637355,19-10-1979,0,Meteor,5.1,36,0,<1980,3
2487,0,Comedy,18074,2.25453,09-09-2000,0,Duets,5.5,34,0,2000,2
2488,16000000,Comedy,9689,8.711782,03-05-2002,0,Hollywood Ending,6.4,113,-16000000,2002,2
2489,6500000,Comedy,9781,5.700333,13-08-1999,4217115,Detroit Rock City,6.7,100,-2282885,1999,2
2490,16000000,Adventure,8009,29.253833,07-03-1986,5900000,Highlander,6.8,624,-10100000,1986,4
2491,16000000,Drama,3877,8.842869,26-09-2007,2849142,Things We Lost in the Fire,6.7,90,-13150858,2007,1
2492,16000000,Science Fiction,8854,2.848727,15-08-1997,1686429,Steel,4.3,48,-14313571,1997,11
2493,16000000,Drama,152599,13.832464,03-07-2013,5867686,The Immigrant,6.2,250,-10132314,2013,1
2494,0,Drama,18840,4.488547,30-10-2005,0,The White Countess,6.9,21,0,2005,1
2495,20000000,Thriller,68727,38.802415,27-03-2013,24261569,Trance,6.5,956,4261569,2013,7
2496,16000000,Romance,12657,9.400404,28-05-2004,14822346,Soul Plane,4.7,108,-1177654,2004,10
2497,11000000,Comedy,8265,18.923181,09-01-2008,53191886,Welcome to the Sticks,6.8,615,42191886,2008,2
2498,0,Drama,12410,2.397987,11-12-2008,0,Good,6.3,29,0,2008,1
2499,13000000,Fantasy,34647,20.39955,05-05-2009,754249,Enter the Void,7.2,387,-12245751,2009,9
2500,16000000,Comedy,73935,7.251897,25-08-2012,0,Vamps,4.8,91,-16000000,2012,2
2501,16000000,Drama,28178,43.217089,13-06-2009,47801389,Hachi: A Dog's Tale,7.7,1717,31801389,2009,1
2502,16000000,Crime,185567,14.529496,04-12-2013,0,Zulu,6.7,172,-16000000,2013,6
2503,16000000,Western,264656,20.59148,18-05-2014,3442853,The Homesman,6.4,258,-12557147,2014,17
2504,15600000,Comedy,35696,2.244947,21-06-2002,0,Juwanna Mann,4.2,20,-15600000,2002,2
2505,0,War,16351,1.326264,20-05-2002,0,Ararat,5.7,16,0,2002,19
2506,0,Action,38717,0.212108,23-01-2001,0,Madison,5.3,3,0,2001,3
2507,15500000,Mystery,18777,6.630856,12-09-2005,1237615,Slow Burn,5.5,16,-14262385,2005,15
2508,15300000,Drama,2110,18.20957,31-10-2001,0,Wasabi,6.2,283,-15300000,2001,1
2509,15500000,Comedy,9035,17.327279,31-03-2006,0,Slither,6.3,317,-15500000,2006,2
2510,15000000,Action,90,29.843818,29-11-1984,316360478,Beverly Hills Cop,6.8,961,301360478,1984,3
2511,18000000,Comedy,771,2.186927,09-11-1990,476684675,Home Alone,7.1,2414,458684675,1990,2
2512,0,Family,12154,12.335827,27-11-1987,0,Three Men and a Baby,5.8,253,0,1987,13
2513,21000000,Comedy,9576,20.818567,16-12-1982,177200000,Tootsie,6.9,421,156200000,1982,2
2514,15000000,Action,744,58.900647,16-05-1986,356830601,Top Gun,6.7,1698,341830601,1986,3
2515,17000000,Adventure,146,45.742254,01-10-2000,213525736,"Crouching Tiger, Hidden Dragon",7.2,927,196525736,2000,4
2516,15000000,Drama,14,80.878605,15-09-1999,356296601,American Beauty,7.9,3313,341296601,1999,1
2517,15000000,Drama,45269,54.053576,06-09-2010,414211549,The King's Speech,7.6,2752,399211549,2010,1
2518,15000000,Comedy,9493,17.638286,09-12-1988,216614388,Twins,5.7,559,201614388,1988,2
2519,15000000,Drama,22556,3.803495,17-12-2008,317000,The Yellow Handkerchief,6.4,52,-14683000,2008,1
2520,15000000,Drama,873,17.571533,18-12-1985,146292009,The Color Purple,7.7,338,131292009,1985,1
2521,16000000,Action,33196,4.628525,06-06-2009,11301649,Tidal Wave,6.5,48,-4698351,2009,3
2522,14000000,History,205596,145.364591,14-11-2014,233555708,The Imitation Game,8,5723,219555708,2014,18
2525,15000000,Comedy,33217,21.095489,19-03-2010,75700498,Diary of a Wimpy Kid,5.9,355,60700498,2010,2
2526,15000000,Horror,132232,47.455148,17-01-2013,146497771,Mama,6,1401,131497771,2013,5
2527,15000000,Comedy,11153,22.838834,28-07-1983,61399552,National Lampoon's Vacation,7.1,410,46399552,1983,2
2528,15000000,Comedy,208134,27.165222,22-10-2013,151831537,Bad Grandpa,6,680,136831537,2013,2
2529,15000000,Drama,1165,19.113278,15-09-2006,123384128,The Queen,6.8,338,108384128,2006,1
2530,15000000,Fantasy,4011,58.553213,29-02-1988,73326666,Beetlejuice,7.1,1444,58326666,1988,9
2531,15000000,Comedy,17202,2.005111,12-10-2007,55184721,Why Did I Get Married?,6.1,33,40184721,2007,2
2532,18000000,Drama,9587,16.418639,21-12-1994,0,Little Women,7,215,-18000000,1994,1
2533,17000000,Drama,65086,43.675191,01-02-2012,127730736,The Woman in Black,6.1,1206,110730736,2012,1
2534,15000000,Horror,10053,4.688212,03-02-2006,66966987,When a Stranger Calls,5.4,268,51966987,2006,5
2535,15000000,Comedy,11870,9.125594,08-02-2002,52970014,Big Fat Liar,5.6,197,37970014,2002,2
2536,15000000,Drama,11778,19.786392,08-12-1978,50000000,The Deer Hunter,7.8,921,35000000,<1980,1
2537,15000000,Comedy,586,13.581966,25-12-1997,64256513,Wag the Dog,6.7,270,49256513,1997,2
2538,17000000,Family,18736,11.927667,25-04-2003,55534455,The Lizzie McGuire Movie,5.7,280,38534455,2003,13
2539,35000000,Thriller,134411,30.556135,21-02-2013,42930462,Snitch,5.8,1138,7930462,2013,7
2540,15000000,Horror,287903,31.565117,26-11-2015,61548707,Krampus,5.9,584,46548707,2015,5
2541,15000000,Horror,9276,21.535126,25-12-1998,40283321,The Faculty,6.2,492,25283321,1998,5
2542,0,Drama,15765,7.921311,09-06-1993,0,What's Love Got to Do with It,6.9,72,0,1993,1
2543,15000000,Action,2142,19.284129,15-08-1997,44862187,Cop Land,6.6,382,29862187,1997,3
2544,16000000,Comedy,11397,23.423082,07-12-2001,66468332,Not Another Teen Movie,5.5,431,50468332,2001,2
2545,7000000,Crime,77016,49.517264,20-09-2012,48126384,End of Watch,7.2,1170,41126384,2012,6
2546,15000000,Crime,11478,11.375032,31-03-2000,35007180,The Skulls,5.8,156,20007180,2000,6
2547,15000000,Drama,266856,61.182331,26-11-2014,123726688,The Theory of Everything,7.8,3311,108726688,2014,1
2548,0,Comedy,13411,7.314796,10-04-2003,0,Malibu's Most Wanted,4.7,77,0,2003,2
2549,15000000,Comedy,10564,6.857923,27-04-2000,33771174,Where the Heart Is,6.9,155,18771174,2000,2
2550,15000000,Adventure,947,41.286336,10-12-1962,69995385,Lawrence of Arabia,7.8,851,54995385,<1980,4
2551,15000000,Horror,24150,12.929525,28-08-2009,39421467,Halloween II,5.1,267,24421467,2009,5
2552,15000000,Drama,228970,42.952942,05-12-2014,52501541,Wild,7,951,37501541,2014,1
2553,15000000,Crime,18405,19.760383,13-03-2009,32721635,The Last House on the Left,6.2,440,17721635,2009,6
2554,15000000,Comedy,6961,10.194097,04-02-2005,47175038,The Wedding Date,6.2,230,32175038,2005,2
2555,13000000,Horror,11442,11.045593,01-07-2002,37664855,Halloween: Resurrection,4.5,228,24664855,2002,5
2556,16000000,Adventure,2493,44.533612,18-09-1987,30857814,The Princess Bride,7.6,1486,14857814,1987,4
2557,15000000,Drama,14047,10.84158,27-12-2007,30226144,The Great Debaters,6.9,151,15226144,2007,1
